d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Numerator,Denominator,Grain,Period_int_lp,Numerator_LP,Denominator_LP
1,1,1,1,2019-07-06,06/07/2019,4749992,5286335,DayName,2019-07-13,,
1,1,1,1,2019-07-07,07/07/2019,4670669,5679237,DayName,2019-07-14,,
1,1,1,1,2019-08-01,01/08/2019,4726908,4399631,DayName,2019-08-08,,
1,1,1,1,2019-08-02,02/08/2019,5373246,5037449,DayName,2019-08-09,,
1,1,1,1,2019-08-03,03/08/2019,5566142,4798577,DayName,2019-08-10,,
1,1,1,1,2019-08-04,04/08/2019,5178446,4462185,DayName,2019-08-11,,
1,1,1,1,2019-08-05,05/08/2019,4720689,4224004,DayName,2019-08-12,,
1,1,1,1,2019-08-06,06/08/2019,5783036,4782526,DayName,2019-08-13,,
1,1,1,1,2019-08-07,07/08/2019,4265160,5254424,DayName,2019-08-14,,
1,1,1,1,2019-09-01,01/09/2019,4989846,4806527,DayName,2019-09-08,,
1,1,1,1,2019-09-02,02/09/2019,4933638,4493357,DayName,2019-09-09,,
1,1,1,1,2019-09-03,03/09/2019,5203564,5160104,DayName,2019-09-10,,
1,1,1,1,2019-09-04,04/09/2019,5085328,4204786,DayName,2019-09-11,,
1,1,1,1,2019-09-05,05/09/2019,4611512,5168459,DayName,2019-09-12,,
1,1,1,1,2019-09-06,06/09/2019,4135528,5206648,DayName,2019-09-13,,
1,1,1,1,2019-09-07,07/09/2019,4596436,5041383,DayName,2019-09-14,,
1,1,1,1,2019-10-01,01/10/2019,4350944,4686122,DayName,2019-10-08,,
1,1,1,1,2019-10-02,02/10/2019,5012489,4837677,DayName,2019-10-09,,
1,1,1,1,2019-10-03,03/10/2019,5238704,4600507,DayName,2019-10-10,,
1,1,1,1,2019-10-04,04/10/2019,5383349,4402064,DayName,2019-10-11,,
1,1,1,1,2019-10-05,05/10/2019,4860982,5546519,DayName,2019-10-12,,
1,1,1,1,2019-10-06,06/10/2019,4982846,5605755,DayName,2019-10-13,,
1,1,1,1,2019-10-07,07/10/2019,4745948,4937777,DayName,2019-10-14,,
1,1,1,1,2019-11-01,01/11/2019,5189326,5652138,DayName,2019-11-08,,
1,1,1,1,2019-11-02,02/11/2019,4570064,5095088,DayName,2019-11-09,,
1,1,1,1,2019-11-03,03/11/2019,4827368,5071233,DayName,2019-11-10,,
1,1,1,1,2019-11-04,04/11/2019,5656778,4994928,DayName,2019-11-11,,
1,1,1,1,2019-11-05,05/11/2019,5497760,5021899,DayName,2019-11-12,,
1,1,1,1,2019-11-06,06/11/2019,4898373,5279651,DayName,2019-11-13,,
1,1,1,1,2019-11-07,07/11/2019,5328998,5671988,DayName,2019-11-14,,
1,1,1,1,2019-12-01,01/12/2019,4698180,4600114,DayName,2019-12-08,,
1,1,1,1,2019-12-02,02/12/2019,4916078,4741433,DayName,2019-12-09,,
1,1,1,1,2019-12-03,03/12/2019,4365519,4692937,DayName,2019-12-10,,
1,1,1,1,2019-12-04,04/12/2019,4689637,5095279,DayName,2019-12-11,,
1,1,1,1,2019-12-05,05/12/2019,4532982,5055765,DayName,2019-12-12,,
1,1,1,1,2019-12-06,06/12/2019,5700811,4812236,DayName,2019-12-13,,
1,1,1,1,2019-12-07,07/12/2019,4593539,5000077,DayName,2019-12-14,,
1,1,1,2,2019-01-01,01/01/2019,2752041,2248428,DayName,2019-01-08,,
1,1,1,2,2019-01-02,02/01/2019,2439889,2192173,DayName,2019-01-09,,
1,1,1,2,2019-01-03,03/01/2019,2557554,2596002,DayName,2019-01-10,,
1,1,1,2,2019-01-04,04/01/2019,2765036,2228884,DayName,2019-01-11,,
1,1,1,2,2019-01-05,05/01/2019,2271488,2847465,DayName,2019-01-12,,
1,1,1,2,2019-01-06,06/01/2019,2466124,2109858,DayName,2019-01-13,,
1,1,1,2,2019-01-07,07/01/2019,2501924,2600073,DayName,2019-01-14,,
1,1,1,2,2019-02-01,01/02/2019,2836480,2163051,DayName,2019-02-08,,
1,1,1,2,2019-02-02,02/02/2019,2520076,2705888,DayName,2019-02-09,,
1,1,1,2,2019-02-03,03/02/2019,2397385,2455513,DayName,2019-02-10,,
1,1,1,2,2019-02-04,04/02/2019,2497955,2843405,DayName,2019-02-11,,
1,1,1,2,2019-02-05,05/02/2019,2850004,2552435,DayName,2019-02-12,,
1,1,1,2,2019-02-06,06/02/2019,2935230,2328643,DayName,2019-02-13,,
1,1,1,2,2019-02-07,07/02/2019,2383001,2461426,DayName,2019-02-14,,
1,1,1,2,2019-03-01,01/03/2019,2594945,2586329,DayName,2019-03-08,,
1,1,1,2,2019-03-02,02/03/2019,2733702,2206247,DayName,2019-03-09,,
1,1,1,2,2019-03-03,03/03/2019,2422937,2788964,DayName,2019-03-10,,
1,1,1,2,2019-03-04,04/03/2019,2902760,2864981,DayName,2019-03-11,,
1,1,1,2,2019-03-05,05/03/2019,2610568,2848452,DayName,2019-03-12,,
1,1,1,2,2019-03-06,06/03/2019,2372921,2187091,DayName,2019-03-13,,
1,1,1,2,2019-03-07,07/03/2019,2811656,2655174,DayName,2019-03-14,,
1,1,1,2,2019-04-01,01/04/2019,2239898,2091479,DayName,2019-04-08,,
1,1,1,2,2019-04-02,02/04/2019,2792990,2438587,DayName,2019-04-09,,
1,1,1,2,2019-04-03,03/04/2019,2073542,2141214,DayName,2019-04-10,,
1,1,1,2,2019-04-04,04/04/2019,2093222,2433611,DayName,2019-04-11,,
1,1,1,2,2019-04-05,05/04/2019,2362364,2858077,DayName,2019-04-12,,
1,1,1,2,2019-04-06,06/04/2019,2436093,2561182,DayName,2019-04-13,,
1,1,1,2,2019-04-07,07/04/2019,2896714,2910191,DayName,2019-04-14,,
1,1,1,2,2019-05-01,01/05/2019,2370695,2245048,DayName,2019-05-08,,
1,1,1,2,2019-05-02,02/05/2019,2214194,2305505,DayName,2019-05-09,,
1,1,1,2,2019-05-03,03/05/2019,2259045,2212301,DayName,2019-05-10,,
1,1,1,2,2019-05-04,04/05/2019,2336402,2099106,DayName,2019-05-11,,
1,1,1,2,2019-05-05,05/05/2019,2655446,2499554,DayName,2019-05-12,,
1,1,1,2,2019-05-06,06/05/2019,2881504,2236618,DayName,2019-05-13,,
1,1,1,2,2019-05-07,07/05/2019,2181020,2430680,DayName,2019-05-14,,
1,1,1,2,2019-06-01,01/06/2019,2695735,2924447,DayName,2019-06-08,,
1,1,1,2,2019-06-02,02/06/2019,2709233,2559184,DayName,2019-06-09,,
1,1,1,2,2019-06-03,03/06/2019,2837437,2860906,DayName,2019-06-10,,
1,1,1,2,2019-06-04,04/06/2019,2842378,2108950,DayName,2019-06-11,,
1,1,1,2,2019-06-05,05/06/2019,2210543,2541589,DayName,2019-06-12,,
1,1,1,2,2019-06-06,06/06/2019,2420113,2814096,DayName,2019-06-13,,
1,1,1,2,2019-06-07,07/06/2019,2200253,2877754,DayName,2019-06-14,,
1,1,1,2,2019-07-01,01/07/2019,2040183,2839498,DayName,2019-07-08,,
1,1,1,2,2019-07-02,02/07/2019,2395398,2686238,DayName,2019-07-09,,
1,1,1,2,2019-07-03,03/07/2019,2143155,2724470,DayName,2019-07-10,,
1,1,1,2,2019-07-04,04/07/2019,2493216,2797199,DayName,2019-07-11,,
1,1,1,2,2019-07-05,05/07/2019,2552893,2093821,DayName,2019-07-12,,
1,1,1,2,2019-07-06,06/07/2019,2329622,2720081,DayName,2019-07-13,,
1,1,1,2,2019-07-07,07/07/2019,2735355,2883754,DayName,2019-07-14,,
1,1,1,2,2019-08-01,01/08/2019,2651169,2846018,DayName,2019-08-08,,
1,1,1,2,2019-08-02,02/08/2019,2516074,2792322,DayName,2019-08-09,,
1,1,1,2,2019-08-03,03/08/2019,2792896,2549018,DayName,2019-08-10,,
1,1,1,2,2019-08-04,04/08/2019,2299638,2499185,DayName,2019-08-11,,
1,1,1,2,2019-08-05,05/08/2019,2495744,2885311,DayName,2019-08-12,,
1,1,1,2,2019-08-06,06/08/2019,2632324,2328425,DayName,2019-08-13,,
1,1,1,2,2019-08-07,07/08/2019,2593083,2191279,DayName,2019-08-14,,
1,1,1,2,2019-09-01,01/09/2019,2514963,2194054,DayName,2019-09-08,,
1,1,1,2,2019-09-02,02/09/2019,2661625,2253571,DayName,2019-09-09,,
1,1,1,2,2019-09-03,03/09/2019,2697706,2672208,DayName,2019-09-10,,
1,1,1,2,2019-09-04,04/09/2019,2805407,2748203,DayName,2019-09-11,,
1,1,1,2,2019-09-05,05/09/2019,2408380,2092581,DayName,2019-09-12,,
1,1,1,2,2019-09-06,06/09/2019,2526449,2186926,DayName,2019-09-13,,
1,1,1,2,2019-09-07,07/09/2019,2653537,2163406,DayName,2019-09-14,,
1,1,1,2,2019-10-01,01/10/2019,2488056,2253140,DayName,2019-10-08,,
1,1,1,2,2019-10-02,02/10/2019,2751317,2530612,DayName,2019-10-09,,
1,1,1,2,2019-10-03,03/10/2019,2743207,2131549,DayName,2019-10-10,,
1,1,1,2,2019-10-04,04/10/2019,2374116,2480203,DayName,2019-10-11,,
1,1,1,2,2019-10-05,05/10/2019,2204661,2365509,DayName,2019-10-12,,
1,1,1,2,2019-10-06,06/10/2019,2294803,2640248,DayName,2019-10-13,,
1,1,1,2,2019-10-07,07/10/2019,2123782,2438531,DayName,2019-10-14,,
1,1,1,2,2019-11-01,01/11/2019,2465453,2868192,DayName,2019-11-08,,
1,1,1,2,2019-11-02,02/11/2019,2531707,2114089,DayName,2019-11-09,,
1,1,1,2,2019-11-03,03/11/2019,2147530,2336549,DayName,2019-11-10,,
1,1,1,2,2019-11-04,04/11/2019,2318387,2171709,DayName,2019-11-11,,
1,1,1,2,2019-11-05,05/11/2019,2618953,2226444,DayName,2019-11-12,,
1,1,1,2,2019-11-06,06/11/2019,2336152,2223221,DayName,2019-11-13,,
1,1,1,2,2019-11-07,07/11/2019,2517375,2196488,DayName,2019-11-14,,
1,1,1,2,2019-12-01,01/12/2019,2910745,2295625,DayName,2019-12-08,,
1,1,1,2,2019-12-02,02/12/2019,2471515,2066311,DayName,2019-12-09,,
1,1,1,2,2019-12-03,03/12/2019,2222179,2828949,DayName,2019-12-10,,
1,1,1,2,2019-12-04,04/12/2019,2651598,2096971,DayName,2019-12-11,,
1,1,1,2,2019-12-05,05/12/2019,2367378,2174207,DayName,2019-12-12,,
1,1,1,2,2019-12-06,06/12/2019,2736917,2842096,DayName,2019-12-13,,
1,1,1,2,2019-12-07,07/12/2019,2222020,2391865,DayName,2019-12-14,,
1,1,1,3,2019-01-01,01/01/2019,2482219,2844845,DayName,2019-01-08,,
1,1,1,3,2019-01-02,02/01/2019,2580860,2596801,DayName,2019-01-09,,
1,1,1,3,2019-01-03,03/01/2019,2592937,2551744,DayName,2019-01-10,,
1,1,1,3,2019-01-04,04/01/2019,2496873,2233516,DayName,2019-01-11,,
1,1,1,3,2019-01-05,05/01/2019,2545665,2292614,DayName,2019-01-12,,
1,1,1,3,2019-01-06,06/01/2019,2248211,2322518,DayName,2019-01-13,,
1,1,1,3,2019-01-07,07/01/2019,2052535,2895207,DayName,2019-01-14,,
1,1,1,3,2019-02-01,01/02/2019,2348976,2867273,DayName,2019-02-08,,
1,1,1,3,2019-02-02,02/02/2019,2469806,2803762,DayName,2019-02-09,,
1,1,1,3,2019-02-03,03/02/2019,2891980,2247841,DayName,2019-02-10,,
1,1,1,3,2019-02-04,04/02/2019,2119514,2239263,DayName,2019-02-11,,
1,1,1,3,2019-02-05,05/02/2019,2763233,2444180,DayName,2019-02-12,,
1,1,1,3,2019-02-06,06/02/2019,2822261,2057476,DayName,2019-02-13,,
1,1,1,3,2019-02-07,07/02/2019,2349718,2395695,DayName,2019-02-14,,
1,1,1,3,2019-03-01,01/03/2019,2759809,2653877,DayName,2019-03-08,,
1,1,1,3,2019-03-02,02/03/2019,2357139,2826258,DayName,2019-03-09,,
1,1,1,3,2019-03-03,03/03/2019,2622690,2553512,DayName,2019-03-10,,
1,1,1,3,2019-03-04,04/03/2019,2250325,2608254,DayName,2019-03-11,,
1,1,1,3,2019-03-05,05/03/2019,2249858,2294847,DayName,2019-03-12,,
1,1,1,3,2019-03-06,06/03/2019,2575236,2211518,DayName,2019-03-13,,
1,1,1,3,2019-03-07,07/03/2019,2170780,2387962,DayName,2019-03-14,,
1,1,1,3,2019-04-01,01/04/2019,2567347,2280024,DayName,2019-04-08,,
1,1,1,3,2019-04-02,02/04/2019,2095683,2177620,DayName,2019-04-09,,
1,1,1,3,2019-04-03,03/04/2019,2800411,2551309,DayName,2019-04-10,,
1,1,1,3,2019-04-04,04/04/2019,2703461,2886763,DayName,2019-04-11,,
1,1,1,3,2019-04-05,05/04/2019,2485652,2058970,DayName,2019-04-12,,
1,1,1,3,2019-04-06,06/04/2019,2724014,2246820,DayName,2019-04-13,,
1,1,1,3,2019-04-07,07/04/2019,2498605,2210035,DayName,2019-04-14,,
1,1,1,3,2019-05-01,01/05/2019,2420228,2710097,DayName,2019-05-08,,
1,1,1,3,2019-05-02,02/05/2019,2191637,2508459,DayName,2019-05-09,,
1,1,1,3,2019-05-03,03/05/2019,2284125,2930191,DayName,2019-05-10,,
1,1,1,3,2019-05-04,04/05/2019,2055954,2906499,DayName,2019-05-11,,
1,1,1,3,2019-05-05,05/05/2019,2119963,2730720,DayName,2019-05-12,,
1,1,1,3,2019-05-06,06/05/2019,2782093,2879711,DayName,2019-05-13,,
1,1,1,3,2019-05-07,07/05/2019,2109723,2460323,DayName,2019-05-14,,
1,1,1,3,2019-06-01,01/06/2019,2552596,2098715,DayName,2019-06-08,,
1,1,1,3,2019-06-02,02/06/2019,2101062,2156894,DayName,2019-06-09,,
1,1,1,3,2019-06-03,03/06/2019,2802289,2851564,DayName,2019-06-10,,
1,1,1,3,2019-06-04,04/06/2019,2382065,2732293,DayName,2019-06-11,,
1,1,1,3,2019-06-05,05/06/2019,2160682,2685212,DayName,2019-06-12,,
1,1,1,3,2019-06-06,06/06/2019,2591833,2875749,DayName,2019-06-13,,
1,1,1,3,2019-06-07,07/06/2019,2049249,2333835,DayName,2019-06-14,,
1,1,1,3,2019-07-01,01/07/2019,2284971,2200837,DayName,2019-07-08,,
1,1,1,3,2019-07-02,02/07/2019,2237982,2391468,DayName,2019-07-09,,
1,1,1,3,2019-07-03,03/07/2019,2315038,2842540,DayName,2019-07-10,,
1,1,1,3,2019-07-04,04/07/2019,2808476,2468197,DayName,2019-07-11,,
1,1,1,3,2019-07-05,05/07/2019,2263220,2136922,DayName,2019-07-12,,
1,1,1,3,2019-07-06,06/07/2019,2595124,2283748,DayName,2019-07-13,,
1,1,1,3,2019-07-07,07/07/2019,2282603,2747749,DayName,2019-07-14,,
1,1,1,3,2019-08-01,01/08/2019,2116473,2248414,DayName,2019-08-08,,
1,1,1,3,2019-08-02,02/08/2019,2175711,2709566,DayName,2019-08-09,,
1,1,1,3,2019-08-03,03/08/2019,2562737,2209253,DayName,2019-08-10,,
1,1,1,3,2019-08-04,04/08/2019,2360238,2473125,DayName,2019-08-11,,
1,1,1,3,2019-08-05,05/08/2019,2084718,2845891,DayName,2019-08-12,,
1,1,1,3,2019-08-06,06/08/2019,2561830,2075637,DayName,2019-08-13,,
1,1,1,3,2019-08-07,07/08/2019,2414953,2403296,DayName,2019-08-14,,
1,1,1,3,2019-09-01,01/09/2019,2719214,2737572,DayName,2019-09-08,,
1,1,1,3,2019-09-02,02/09/2019,2312401,2732367,DayName,2019-09-09,,
1,1,1,3,2019-09-03,03/09/2019,2399025,2484156,DayName,2019-09-10,,
1,1,1,3,2019-09-04,04/09/2019,2408165,2126987,DayName,2019-09-11,,
1,1,1,3,2019-09-05,05/09/2019,2134531,2125005,DayName,2019-09-12,,
1,1,1,3,2019-09-06,06/09/2019,2910853,2510328,DayName,2019-09-13,,
1,1,1,3,2019-09-07,07/09/2019,2798971,2108617,DayName,2019-09-14,,
1,1,1,3,2019-10-01,01/10/2019,2159367,2290138,DayName,2019-10-08,,
1,1,1,3,2019-10-02,02/10/2019,2451958,2437522,DayName,2019-10-09,,
1,1,1,3,2019-10-03,03/10/2019,2365678,2796089,DayName,2019-10-10,,
1,1,1,3,2019-10-04,04/10/2019,2567491,2252921,DayName,2019-10-11,,
1,1,1,3,2019-10-05,05/10/2019,2255866,2556740,DayName,2019-10-12,,
1,1,1,3,2019-10-06,06/10/2019,2209530,2788528,DayName,2019-10-13,,
1,1,1,3,2019-10-07,07/10/2019,2539362,2103216,DayName,2019-10-14,,
1,1,1,3,2019-11-01,01/11/2019,2441693,2419100,DayName,2019-11-08,,
1,1,1,3,2019-11-02,02/11/2019,2759249,2349200,DayName,2019-11-09,,
1,1,1,3,2019-11-03,03/11/2019,2279951,2289931,DayName,2019-11-10,,
1,1,1,3,2019-11-04,04/11/2019,2301432,2760605,DayName,2019-11-11,,
1,1,1,3,2019-11-05,05/11/2019,2531849,2661802,DayName,2019-11-12,,
1,1,1,3,2019-11-06,06/11/2019,2624933,2167672,DayName,2019-11-13,,
1,1,1,3,2019-11-07,07/11/2019,2870430,2167989,DayName,2019-11-14,,
1,1,1,3,2019-12-01,01/12/2019,2666410,2716860,DayName,2019-12-08,,
1,1,1,3,2019-12-02,02/12/2019,2819163,2834839,DayName,2019-12-09,,
1,1,1,3,2019-12-03,03/12/2019,2451940,2155630,DayName,2019-12-10,,
1,1,1,3,2019-12-04,04/12/2019,2811904,2422093,DayName,2019-12-11,,
1,1,1,3,2019-12-05,05/12/2019,2933545,2258812,DayName,2019-12-12,,
1,1,1,3,2019-12-06,06/12/2019,2852024,2115058,DayName,2019-12-13,,
1,1,1,3,2019-12-07,07/12/2019,2679242,2510957,DayName,2019-12-14,,
1,1,1,4,2019-01-01,01/01/2019,2522914,2198451,DayName,2019-01-08,,
1,1,1,4,2019-01-02,02/01/2019,2639219,2898996,DayName,2019-01-09,,
1,1,1,4,2019-01-03,03/01/2019,2760735,2164675,DayName,2019-01-10,,
1,1,1,4,2019-01-04,04/01/2019,2145473,2668802,DayName,2019-01-11,,
1,1,1,4,2019-01-05,05/01/2019,2764771,2568982,DayName,2019-01-12,,
1,1,1,4,2019-01-06,06/01/2019,2371521,2393808,DayName,2019-01-13,,
1,1,1,4,2019-01-07,07/01/2019,2593310,2067331,DayName,2019-01-14,,
1,1,1,4,2019-02-01,01/02/2019,2515896,2294539,DayName,2019-02-08,,
1,1,1,4,2019-02-02,02/02/2019,2806731,2538251,DayName,2019-02-09,,
1,1,1,4,2019-02-03,03/02/2019,2786632,2716432,DayName,2019-02-10,,
1,1,1,4,2019-02-04,04/02/2019,2491657,2267163,DayName,2019-02-11,,
1,1,1,4,2019-02-05,05/02/2019,2542715,2770142,DayName,2019-02-12,,
1,1,1,4,2019-02-06,06/02/2019,2390949,2261587,DayName,2019-02-13,,
1,1,1,4,2019-02-07,07/02/2019,2917146,2921475,DayName,2019-02-14,,
1,1,1,4,2019-03-01,01/03/2019,2093557,2834026,DayName,2019-03-08,,
1,1,1,4,2019-03-02,02/03/2019,2453522,2432298,DayName,2019-03-09,,
1,1,1,4,2019-03-03,03/03/2019,2516034,2442384,DayName,2019-03-10,,
1,1,1,4,2019-03-04,04/03/2019,2759758,2846712,DayName,2019-03-11,,
1,1,1,4,2019-03-05,05/03/2019,2109603,2695668,DayName,2019-03-12,,
1,1,1,4,2019-03-06,06/03/2019,2468580,2926159,DayName,2019-03-13,,
1,1,1,4,2019-03-07,07/03/2019,2054406,2525736,DayName,2019-03-14,,
1,1,1,4,2019-04-01,01/04/2019,2497807,2497214,DayName,2019-04-08,,
1,1,1,4,2019-04-02,02/04/2019,2379532,2805609,DayName,2019-04-09,,
1,1,1,4,2019-04-03,03/04/2019,2065775,2805312,DayName,2019-04-10,,
1,1,1,4,2019-04-04,04/04/2019,2872615,2657606,DayName,2019-04-11,,
1,1,1,4,2019-04-05,05/04/2019,2173255,2428491,DayName,2019-04-12,,
1,1,1,4,2019-04-06,06/04/2019,2550726,2913884,DayName,2019-04-13,,
1,1,1,4,2019-04-07,07/04/2019,2793728,2829585,DayName,2019-04-14,,
1,1,1,4,2019-05-01,01/05/2019,2174767,2436892,DayName,2019-05-08,,
1,1,1,4,2019-05-02,02/05/2019,2074436,2330465,DayName,2019-05-09,,
1,1,1,4,2019-05-03,03/05/2019,2153778,2919998,DayName,2019-05-10,,
1,1,1,4,2019-05-04,04/05/2019,2749675,2817969,DayName,2019-05-11,,
1,1,1,4,2019-05-05,05/05/2019,2495755,2580848,DayName,2019-05-12,,
1,1,1,4,2019-05-06,06/05/2019,2896674,2872931,DayName,2019-05-13,,
1,1,1,4,2019-05-07,07/05/2019,2746044,2423237,DayName,2019-05-14,,
1,1,1,4,2019-06-01,01/06/2019,2263397,2934852,DayName,2019-06-08,,
1,1,1,4,2019-06-02,02/06/2019,2142908,2917637,DayName,2019-06-09,,
1,1,1,4,2019-06-03,03/06/2019,2047713,2207077,DayName,2019-06-10,,
1,1,1,4,2019-06-04,04/06/2019,2919778,2529649,DayName,2019-06-11,,
1,1,1,4,2019-06-05,05/06/2019,2561767,2174577,DayName,2019-06-12,,
1,1,1,4,2019-06-06,06/06/2019,2867035,2138302,DayName,2019-06-13,,
1,1,1,4,2019-06-07,07/06/2019,2768125,2829105,DayName,2019-06-14,,
1,1,1,4,2019-07-01,01/07/2019,2170100,2066395,DayName,2019-07-08,,
1,1,1,4,2019-07-02,02/07/2019,2369444,2114437,DayName,2019-07-09,,
1,1,1,4,2019-07-03,03/07/2019,2461125,2323166,DayName,2019-07-10,,
1,1,1,4,2019-07-04,04/07/2019,2782644,2886966,DayName,2019-07-11,,
1,1,1,4,2019-07-05,05/07/2019,2809631,2866919,DayName,2019-07-12,,
1,1,1,4,2019-07-06,06/07/2019,2855730,2825524,DayName,2019-07-13,,
1,1,1,4,2019-07-07,07/07/2019,2715963,2222237,DayName,2019-07-14,,
1,1,1,4,2019-08-01,01/08/2019,2376296,2218605,DayName,2019-08-08,,
1,1,1,4,2019-08-02,02/08/2019,2122923,2237279,DayName,2019-08-09,,
1,1,1,4,2019-08-03,03/08/2019,2701427,2829945,DayName,2019-08-10,,
1,1,1,4,2019-08-04,04/08/2019,2118933,2628079,DayName,2019-08-11,,
1,1,1,4,2019-08-05,05/08/2019,2165343,2859001,DayName,2019-08-12,,
1,1,1,4,2019-08-06,06/08/2019,2100080,2285091,DayName,2019-08-13,,
1,1,1,4,2019-08-07,07/08/2019,2773207,2208063,DayName,2019-08-14,,
1,1,1,4,2019-09-01,01/09/2019,2667187,2798916,DayName,2019-09-08,,
1,1,1,4,2019-09-02,02/09/2019,2436289,2674488,DayName,2019-09-09,,
1,1,1,4,2019-09-03,03/09/2019,2383561,2099159,DayName,2019-09-10,,
1,1,1,4,2019-09-04,04/09/2019,2054521,2133731,DayName,2019-09-11,,
1,1,1,4,2019-09-05,05/09/2019,2909734,2199358,DayName,2019-09-12,,
1,1,1,4,2019-09-06,06/09/2019,2290846,2873850,DayName,2019-09-13,,
1,1,1,4,2019-09-07,07/09/2019,2081275,2310955,DayName,2019-09-14,,
1,1,1,4,2019-10-01,01/10/2019,2198293,2426985,DayName,2019-10-08,,
1,1,1,4,2019-10-02,02/10/2019,2708420,2575151,DayName,2019-10-09,,
1,1,1,4,2019-10-03,03/10/2019,2408219,2862171,DayName,2019-10-10,,
1,1,1,4,2019-10-04,04/10/2019,2285940,2801814,DayName,2019-10-11,,
1,1,1,4,2019-10-05,05/10/2019,2175288,2301265,DayName,2019-10-12,,
1,1,1,4,2019-10-06,06/10/2019,2057617,2451423,DayName,2019-10-13,,
