d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Grain,Denominator,Numerator,Denominator_LP,Numerator_LP
1,1,1,0.0,2020-01-25 00:00:00,25/01/2020,D,0.0,2582.0,0.0,2962.0
1,1,1,0.0,2020-01-26 00:00:00,26/01/2020,D,0.0,2256.0,0.0,2582.0
1,1,1,0.0,2020-01-27 00:00:00,27/01/2020,D,0.0,3309.0,0.0,2256.0
1,1,1,0.0,2020-01-28 00:00:00,28/01/2020,D,0.0,4776.0,0.0,3309.0
1,1,1,0.0,2020-01-29 00:00:00,29/01/2020,D,0.0,5606.0,0.0,4776.0
1,1,1,0.0,2020-01-30 00:00:00,30/01/2020,D,0.0,4236.0,0.0,5606.0
1,1,1,0.0,2020-01-31 00:00:00,2020 January,M,0.0,5971.0,0.0,0.0
1,1,1,0.0,2020-01-31 00:00:00,31/01/2020,D,0.0,5480.0,0.0,4236.0
1,1,1,0.0,2020-02-01 00:00:00,01/02/2020,D,0.0,2252.0,0.0,5480.0
1,1,1,0.0,2020-02-02 00:00:00,02/02/2020,D,0.0,2238.0,0.0,2252.0
1,1,1,0.0,2020-02-03 00:00:00,03/02/2020,D,0.0,5733.0,0.0,2238.0
1,1,1,0.0,2020-02-04 00:00:00,04/02/2020,D,0.0,2641.0,0.0,5733.0
1,1,1,0.0,2020-02-05 00:00:00,05/02/2020,D,0.0,3434.0,0.0,2641.0
1,1,1,0.0,2020-02-06 00:00:00,06/02/2020,D,0.0,2415.0,0.0,3434.0
1,1,1,0.0,2020-02-07 00:00:00,07/02/2020,D,0.0,4128.0,0.0,2415.0
1,1,1,0.0,2020-02-08 00:00:00,08/02/2020,D,0.0,4666.0,0.0,4128.0
1,1,1,0.0,2020-02-09 00:00:00,09/02/2020,D,0.0,4719.0,0.0,4666.0
1,1,1,0.0,2020-02-10 00:00:00,10/02/2020,D,0.0,3775.0,0.0,4719.0
1,1,1,0.0,2020-02-11 00:00:00,11/02/2020,D,0.0,3177.0,0.0,3775.0
1,1,1,0.0,2020-02-12 00:00:00,12/02/2020,D,0.0,4940.0,0.0,3177.0
1,1,1,0.0,2020-02-13 00:00:00,13/02/2020,D,0.0,3726.0,0.0,4940.0
1,1,1,0.0,2020-02-14 00:00:00,14/02/2020,D,0.0,5187.0,0.0,3726.0
1,1,1,0.0,2020-02-15 00:00:00,15/02/2020,D,0.0,2881.0,0.0,5187.0
1,1,1,0.0,2020-02-16 00:00:00,16/02/2020,D,0.0,3351.0,0.0,2881.0
1,1,1,0.0,2020-02-17 00:00:00,17/02/2020,D,0.0,4195.0,0.0,3351.0
1,1,1,0.0,2020-02-18 00:00:00,18/02/2020,D,0.0,5663.0,0.0,4195.0
1,1,1,0.0,2020-02-19 00:00:00,19/02/2020,D,0.0,4042.0,0.0,5663.0
1,1,1,0.0,2020-02-20 00:00:00,20/02/2020,D,0.0,3975.0,0.0,4042.0
1,1,1,0.0,2020-02-21 00:00:00,21/02/2020,D,0.0,2701.0,0.0,3975.0
1,1,1,0.0,2020-02-22 00:00:00,22/02/2020,D,0.0,2466.0,0.0,2701.0
1,1,1,0.0,2020-02-23 00:00:00,23/02/2020,D,0.0,4675.0,0.0,2466.0
1,1,1,0.0,2020-02-24 00:00:00,24/02/2020,D,0.0,5153.0,0.0,4675.0
1,1,1,0.0,2020-02-25 00:00:00,25/02/2020,D,0.0,3790.0,0.0,5153.0
1,1,1,0.0,2020-02-26 00:00:00,26/02/2020,D,0.0,5040.0,0.0,3790.0
1,1,1,0.0,2020-02-27 00:00:00,27/02/2020,D,0.0,3407.0,0.0,5040.0
1,1,1,0.0,2020-02-28 00:00:00,28/02/2020,D,0.0,4101.0,0.0,3407.0
1,1,1,0.0,2020-02-29 00:00:00,2020 February,M,0.0,5733.0,0.0,5971.0
1,1,1,0.0,2020-02-29 00:00:00,29/02/2020,D,0.0,3331.0,0.0,4101.0
1,1,1,0.0,2020-03-01 00:00:00,01/03/2020,D,0.0,2472.0,0.0,3331.0
1,1,1,0.0,2020-03-02 00:00:00,02/03/2020,D,0.0,4761.0,0.0,2472.0
1,1,1,0.0,2020-03-03 00:00:00,03/03/2020,D,0.0,2370.0,0.0,4761.0
1,1,1,0.0,2020-03-04 00:00:00,04/03/2020,D,0.0,3319.0,0.0,2370.0
1,1,1,0.0,2020-03-05 00:00:00,05/03/2020,D,0.0,3285.0,0.0,3319.0
1,1,1,0.0,2020-03-06 00:00:00,06/03/2020,D,0.0,5028.0,0.0,3285.0
1,1,1,0.0,2020-03-07 00:00:00,07/03/2020,D,0.0,4793.0,0.0,5028.0
1,1,1,0.0,2020-03-08 00:00:00,08/03/2020,D,0.0,4642.0,0.0,4793.0
1,1,1,0.0,2020-03-09 00:00:00,09/03/2020,D,0.0,3008.0,0.0,4642.0
1,1,1,0.0,2020-03-10 00:00:00,10/03/2020,D,0.0,5186.0,0.0,3008.0
1,1,1,0.0,2020-03-11 00:00:00,11/03/2020,D,0.0,3889.0,0.0,5186.0
1,1,1,0.0,2020-03-12 00:00:00,12/03/2020,D,0.0,2441.0,0.0,3889.0
1,1,1,0.0,2020-03-13 00:00:00,13/03/2020,D,0.0,4024.0,0.0,2441.0
1,1,1,0.0,2020-03-14 00:00:00,14/03/2020,D,0.0,5804.0,0.0,4024.0
1,1,1,0.0,2020-03-15 00:00:00,15/03/2020,D,0.0,4800.0,0.0,5804.0
1,1,1,0.0,2020-03-16 00:00:00,16/03/2020,D,0.0,5556.0,0.0,4800.0
1,1,1,0.0,2020-03-17 00:00:00,17/03/2020,D,0.0,5540.0,0.0,5556.0
1,1,1,0.0,2020-03-18 00:00:00,18/03/2020,D,0.0,2711.0,0.0,5540.0
1,1,1,0.0,2020-03-19 00:00:00,19/03/2020,D,0.0,4200.0,0.0,2711.0
1,1,1,0.0,2020-03-20 00:00:00,20/03/2020,D,0.0,3820.0,0.0,4200.0
1,1,1,0.0,2020-03-21 00:00:00,21/03/2020,D,0.0,2597.0,0.0,3820.0
1,1,1,0.0,2020-03-22 00:00:00,22/03/2020,D,0.0,5758.0,0.0,2597.0
1,1,1,0.0,2020-03-23 00:00:00,23/03/2020,D,0.0,4705.0,0.0,5758.0
1,1,1,0.0,2020-03-24 00:00:00,24/03/2020,D,0.0,3131.0,0.0,4705.0
1,1,1,0.0,2020-03-25 00:00:00,25/03/2020,D,0.0,3063.0,0.0,3131.0
1,1,1,0.0,2020-03-26 00:00:00,26/03/2020,D,0.0,2398.0,0.0,3063.0
1,1,1,0.0,2020-03-27 00:00:00,27/03/2020,D,0.0,3366.0,0.0,2398.0
1,1,1,0.0,2020-03-28 00:00:00,28/03/2020,D,0.0,5603.0,0.0,3366.0
1,1,1,0.0,2020-03-29 00:00:00,29/03/2020,D,0.0,3888.0,0.0,5603.0
1,1,1,0.0,2020-03-30 00:00:00,30/03/2020,D,0.0,4180.0,0.0,3888.0
1,1,1,0.0,2020-03-31 00:00:00,2020 March,M,0.0,5804.0,0.0,0.0
1,1,1,0.0,2020-03-31 00:00:00,31/03/2020,D,0.0,3036.0,0.0,4180.0
1,1,1,0.0,2020-03-31 00:00:00,Q1 2020,Q,0.0,5971.0,0.0,0.0
1,1,1,0.0,2020-04-01 00:00:00,01/04/2020,D,0.0,5962.0,0.0,3036.0
1,1,1,0.0,2020-04-02 00:00:00,02/04/2020,D,0.0,5725.0,0.0,5962.0
1,1,1,0.0,2020-04-03 00:00:00,03/04/2020,D,0.0,2635.0,0.0,5725.0
1,1,1,0.0,2020-04-04 00:00:00,04/04/2020,D,0.0,3139.0,0.0,2635.0
1,1,1,0.0,2020-04-05 00:00:00,05/04/2020,D,0.0,3415.0,0.0,3139.0
1,1,1,0.0,2020-04-06 00:00:00,06/04/2020,D,0.0,4473.0,0.0,3415.0
1,1,1,0.0,2020-04-07 00:00:00,07/04/2020,D,0.0,5346.0,0.0,4473.0
1,1,1,0.0,2020-04-08 00:00:00,08/04/2020,D,0.0,4348.0,0.0,5346.0
1,1,1,0.0,2020-04-09 00:00:00,09/04/2020,D,0.0,2377.0,0.0,4348.0
1,1,1,0.0,2020-04-10 00:00:00,10/04/2020,D,0.0,2327.0,0.0,2377.0
1,1,1,0.0,2020-04-11 00:00:00,11/04/2020,D,0.0,4124.0,0.0,2327.0
1,1,1,0.0,2020-04-12 00:00:00,12/04/2020,D,0.0,4694.0,0.0,4124.0
1,1,1,0.0,2020-04-13 00:00:00,13/04/2020,D,0.0,2986.0,0.0,4694.0
1,1,1,0.0,2020-04-14 00:00:00,14/04/2020,D,0.0,3440.0,0.0,2986.0
1,1,1,0.0,2020-04-15 00:00:00,15/04/2020,D,0.0,5635.0,0.0,3440.0
1,1,1,0.0,2020-04-16 00:00:00,16/04/2020,D,0.0,4340.0,0.0,5635.0
1,1,1,0.0,2020-04-17 00:00:00,17/04/2020,D,0.0,3749.0,0.0,4340.0
1,1,1,0.0,2020-04-18 00:00:00,18/04/2020,D,0.0,4841.0,0.0,3749.0
1,1,1,0.0,2020-04-19 00:00:00,19/04/2020,D,0.0,2996.0,0.0,4841.0
1,1,1,0.0,2020-04-20 00:00:00,20/04/2020,D,0.0,4112.0,0.0,2996.0
1,1,1,0.0,2020-04-21 00:00:00,21/04/2020,D,0.0,4732.0,0.0,4112.0
1,1,1,0.0,2020-04-22 00:00:00,22/04/2020,D,0.0,2235.0,0.0,4732.0
1,1,1,0.0,2020-04-23 00:00:00,23/04/2020,D,0.0,5457.0,0.0,2235.0
1,1,1,0.0,2020-04-24 00:00:00,24/04/2020,D,0.0,5134.0,0.0,5457.0
1,1,1,0.0,2020-04-25 00:00:00,25/04/2020,D,0.0,5772.0,0.0,5134.0
1,1,1,0.0,2020-04-26 00:00:00,26/04/2020,D,0.0,5023.0,0.0,5772.0
1,1,1,0.0,2020-04-27 00:00:00,27/04/2020,D,0.0,3525.0,0.0,5023.0
1,1,1,0.0,2020-04-28 00:00:00,28/04/2020,D,0.0,2766.0,0.0,3525.0
1,1,1,0.0,2020-04-29 00:00:00,29/04/2020,D,0.0,5613.0,0.0,2766.0
1,1,1,0.0,2020-04-30 00:00:00,2020 April,M,0.0,5962.0,0.0,5804.0
1,1,1,0.0,2020-04-30 00:00:00,30/04/2020,D,0.0,4414.0,0.0,5613.0
1,1,1,0.0,2020-05-01 00:00:00,01/05/2020,D,0.0,4682.0,0.0,4414.0
1,1,1,0.0,2020-05-02 00:00:00,02/05/2020,D,0.0,5322.0,0.0,4682.0
1,1,1,0.0,2020-05-03 00:00:00,03/05/2020,D,0.0,5719.0,0.0,5322.0
1,1,1,0.0,2020-05-04 00:00:00,04/05/2020,D,0.0,2588.0,0.0,5719.0
1,1,1,0.0,2020-05-05 00:00:00,05/05/2020,D,0.0,2693.0,0.0,2588.0
1,1,1,0.0,2020-05-06 00:00:00,06/05/2020,D,0.0,3241.0,0.0,2693.0
1,1,1,0.0,2020-05-07 00:00:00,07/05/2020,D,0.0,3719.0,0.0,3241.0
1,1,1,0.0,2020-05-08 00:00:00,08/05/2020,D,0.0,5763.0,0.0,3719.0
1,1,1,0.0,2020-05-09 00:00:00,09/05/2020,D,0.0,4672.0,0.0,5763.0
1,1,1,0.0,2020-05-10 00:00:00,10/05/2020,D,0.0,5203.0,0.0,4672.0
1,1,1,0.0,2020-05-11 00:00:00,11/05/2020,D,0.0,4411.0,0.0,5203.0
1,1,1,0.0,2020-05-12 00:00:00,12/05/2020,D,0.0,4873.0,0.0,4411.0
1,1,1,0.0,2020-05-13 00:00:00,13/05/2020,D,0.0,2710.0,0.0,4873.0
1,1,1,0.0,2020-05-14 00:00:00,14/05/2020,D,0.0,5540.0,0.0,2710.0
1,1,1,0.0,2020-05-15 00:00:00,15/05/2020,D,0.0,4371.0,0.0,5540.0
1,1,1,0.0,2020-05-16 00:00:00,16/05/2020,D,0.0,5905.0,0.0,4371.0
1,1,1,0.0,2020-05-17 00:00:00,17/05/2020,D,0.0,3031.0,0.0,5905.0
1,1,1,0.0,2020-05-18 00:00:00,18/05/2020,D,0.0,2802.0,0.0,3031.0
1,1,1,0.0,2020-05-19 00:00:00,19/05/2020,D,0.0,5316.0,0.0,2802.0
1,1,1,0.0,2020-05-20 00:00:00,20/05/2020,D,0.0,4583.0,0.0,5316.0
1,1,1,0.0,2020-05-21 00:00:00,21/05/2020,D,0.0,5457.0,0.0,4583.0
1,1,1,0.0,2020-05-22 00:00:00,22/05/2020,D,0.0,3052.0,0.0,5457.0
1,1,1,0.0,2020-05-23 00:00:00,23/05/2020,D,0.0,3299.0,0.0,3052.0
1,1,1,0.0,2020-05-24 00:00:00,24/05/2020,D,0.0,4893.0,0.0,3299.0
1,1,1,0.0,2020-05-25 00:00:00,25/05/2020,D,0.0,3969.0,0.0,4893.0
1,1,1,0.0,2020-05-26 00:00:00,26/05/2020,D,0.0,4673.0,0.0,3969.0
1,1,1,0.0,2020-05-27 00:00:00,27/05/2020,D,0.0,4439.0,0.0,4673.0
1,1,1,0.0,2020-05-28 00:00:00,28/05/2020,D,0.0,3583.0,0.0,4439.0
1,1,1,0.0,2020-05-29 00:00:00,29/05/2020,D,0.0,4009.0,0.0,3583.0
1,1,1,0.0,2020-05-30 00:00:00,30/05/2020,D,0.0,5617.0,0.0,4009.0
1,1,1,0.0,2020-05-31 00:00:00,2020 May,M,0.0,5905.0,0.0,0.0
1,1,1,0.0,2020-05-31 00:00:00,31/05/2020,D,0.0,5557.0,0.0,5617.0
1,1,1,0.0,2020-06-01 00:00:00,01/06/2020,D,0.0,3823.0,0.0,5557.0
1,1,1,0.0,2020-06-02 00:00:00,02/06/2020,D,0.0,3367.0,0.0,3823.0
1,1,1,0.0,2020-06-03 00:00:00,03/06/2020,D,0.0,3000.0,0.0,3367.0
1,1,1,0.0,2020-06-04 00:00:00,04/06/2020,D,0.0,2353.0,0.0,3000.0
1,1,1,0.0,2020-06-05 00:00:00,05/06/2020,D,0.0,3770.0,0.0,2353.0
1,1,1,0.0,2020-06-06 00:00:00,06/06/2020,D,0.0,5846.0,0.0,3770.0
1,1,1,0.0,2020-06-07 00:00:00,07/06/2020,D,0.0,3991.0,0.0,5846.0
1,1,1,0.0,2020-06-08 00:00:00,08/06/2020,D,0.0,5824.0,0.0,3991.0
1,1,1,0.0,2020-06-09 00:00:00,09/06/2020,D,0.0,2412.0,0.0,5824.0
1,1,1,0.0,2020-06-10 00:00:00,10/06/2020,D,0.0,5105.0,0.0,2412.0
1,1,1,0.0,2020-06-11 00:00:00,11/06/2020,D,0.0,2494.0,0.0,5105.0
1,1,1,0.0,2020-06-12 00:00:00,12/06/2020,D,0.0,5740.0,0.0,2494.0
1,1,1,0.0,2020-06-13 00:00:00,13/06/2020,D,0.0,4120.0,0.0,5740.0
1,1,1,0.0,2020-06-14 00:00:00,14/06/2020,D,0.0,3347.0,0.0,4120.0
1,1,1,0.0,2020-06-15 00:00:00,15/06/2020,D,0.0,4653.0,0.0,3347.0
1,1,1,0.0,2020-06-16 00:00:00,16/06/2020,D,0.0,2277.0,0.0,4653.0
1,1,1,0.0,2020-06-17 00:00:00,17/06/2020,D,0.0,2779.0,0.0,2277.0
1,1,1,0.0,2020-06-18 00:00:00,18/06/2020,D,0.0,3739.0,0.0,2779.0
1,1,1,0.0,2020-06-19 00:00:00,19/06/2020,D,0.0,2380.0,0.0,3739.0
1,1,1,0.0,2020-06-20 00:00:00,20/06/2020,D,0.0,5123.0,0.0,2380.0
1,1,1,0.0,2020-06-21 00:00:00,21/06/2020,D,0.0,2457.0,0.0,5123.0
1,1,1,0.0,2020-06-22 00:00:00,22/06/2020,D,0.0,3068.0,0.0,2457.0
1,1,1,0.0,2020-06-23 00:00:00,23/06/2020,D,0.0,2314.0,0.0,3068.0
1,1,1,0.0,2020-06-24 00:00:00,24/06/2020,D,0.0,5337.0,0.0,2314.0
1,1,1,0.0,2020-06-25 00:00:00,25/06/2020,D,0.0,2282.0,0.0,5337.0
1,1,1,0.0,2020-06-26 00:00:00,26/06/2020,D,0.0,5662.0,0.0,2282.0
1,1,1,0.0,2020-06-27 00:00:00,27/06/2020,D,0.0,4098.0,0.0,5662.0
1,1,1,0.0,2020-06-28 00:00:00,28/06/2020,D,0.0,3857.0,0.0,4098.0
1,1,1,0.0,2020-06-29 00:00:00,29/06/2020,D,0.0,3821.0,0.0,3857.0
1,1,1,0.0,2020-06-30 00:00:00,2020 June,M,0.0,5846.0,0.0,5905.0
1,1,1,0.0,2020-06-30 00:00:00,30/06/2020,D,0.0,4884.0,0.0,3821.0
1,1,1,0.0,2020-06-30 00:00:00,Q2 2020,Q,0.0,5962.0,0.0,5971.0
1,1,1,0.0,2020-07-01 00:00:00,01/07/2020,D,0.0,3843.0,0.0,4884.0
1,1,1,0.0,2020-07-02 00:00:00,02/07/2020,D,0.0,3163.0,0.0,3843.0
1,1,1,0.0,2020-07-03 00:00:00,03/07/2020,D,0.0,2927.0,0.0,3163.0
1,1,1,0.0,2020-07-04 00:00:00,04/07/2020,D,0.0,3125.0,0.0,2927.0
1,1,1,0.0,2020-07-05 00:00:00,05/07/2020,D,0.0,2413.0,0.0,3125.0
1,1,1,0.0,2020-07-06 00:00:00,06/07/2020,D,0.0,2443.0,0.0,2413.0
1,1,1,0.0,2020-07-07 00:00:00,07/07/2020,D,0.0,3662.0,0.0,2443.0
1,1,1,0.0,2020-07-08 00:00:00,08/07/2020,D,0.0,2613.0,0.0,3662.0
1,1,1,0.0,2020-07-09 00:00:00,09/07/2020,D,0.0,5018.0,0.0,2613.0
1,1,1,0.0,2020-07-10 00:00:00,10/07/2020,D,0.0,4290.0,0.0,5018.0
1,1,1,0.0,2020-07-11 00:00:00,11/07/2020,D,0.0,2747.0,0.0,4290.0
1,1,1,0.0,2020-07-12 00:00:00,12/07/2020,D,0.0,4244.0,0.0,2747.0
1,1,1,0.0,2020-07-13 00:00:00,13/07/2020,D,0.0,3508.0,0.0,4244.0
1,1,1,0.0,2020-07-14 00:00:00,14/07/2020,D,0.0,3993.0,0.0,3508.0
1,1,1,0.0,2020-07-15 00:00:00,15/07/2020,D,0.0,2929.0,0.0,3993.0
1,1,1,0.0,2020-07-16 00:00:00,16/07/2020,D,0.0,5955.0,0.0,2929.0
1,1,1,0.0,2020-07-17 00:00:00,17/07/2020,D,0.0,3818.0,0.0,5955.0
1,1,1,0.0,2020-07-18 00:00:00,18/07/2020,D,0.0,4736.0,0.0,3818.0
1,1,1,0.0,2020-07-19 00:00:00,19/07/2020,D,0.0,2351.0,0.0,4736.0
1,1,1,0.0,2020-07-20 00:00:00,20/07/2020,D,0.0,5358.0,0.0,2351.0
1,1,1,0.0,2020-07-21 00:00:00,21/07/2020,D,0.0,4735.0,0.0,5358.0
1,1,1,0.0,2020-07-22 00:00:00,22/07/2020,D,0.0,3454.0,0.0,4735.0
1,1,1,0.0,2020-07-23 00:00:00,23/07/2020,D,0.0,3608.0,0.0,3454.0
1,1,1,0.0,2020-07-24 00:00:00,24/07/2020,D,0.0,2287.0,0.0,3608.0
1,1,1,0.0,2020-07-25 00:00:00,25/07/2020,D,0.0,2534.0,0.0,2287.0
1,1,1,0.0,2020-07-26 00:00:00,26/07/2020,D,0.0,3995.0,0.0,2534.0
1,1,1,0.0,2020-07-27 00:00:00,27/07/2020,D,0.0,2330.0,0.0,3995.0
1,1,1,0.0,2020-07-28 00:00:00,28/07/2020,D,0.0,2883.0,0.0,2330.0
1,1,1,0.0,2020-07-29 00:00:00,29/07/2020,D,0.0,5089.0,0.0,2883.0
1,1,1,0.0,2020-07-30 00:00:00,30/07/2020,D,0.0,3356.0,0.0,5089.0
1,1,1,0.0,2020-07-31 00:00:00,2020 July,M,0.0,5955.0,0.0,0.0
1,1,1,0.0,2020-07-31 00:00:00,31/07/2020,D,0.0,3387.0,0.0,3356.0
1,1,1,0.0,2020-08-01 00:00:00,01/08/2020,D,0.0,3440.0,0.0,3387.0
1,1,1,0.0,2020-08-02 00:00:00,02/08/2020,D,0.0,5026.0,0.0,3440.0
1,1,1,0.0,2020-08-03 00:00:00,03/08/2020,D,0.0,5422.0,0.0,5026.0
1,1,1,0.0,2020-08-04 00:00:00,04/08/2020,D,0.0,3520.0,0.0,5422.0
1,1,1,0.0,2020-08-05 00:00:00,05/08/2020,D,0.0,3213.0,0.0,3520.0
1,1,1,0.0,2020-08-06 00:00:00,06/08/2020,D,0.0,4265.0,0.0,3213.0
1,1,1,0.0,2020-08-07 00:00:00,07/08/2020,D,0.0,2301.0,0.0,4265.0
1,1,1,0.0,2020-08-08 00:00:00,08/08/2020,D,0.0,4447.0,0.0,2301.0
1,1,1,0.0,2020-08-09 00:00:00,09/08/2020,D,0.0,3845.0,0.0,4447.0
1,1,1,0.0,2020-08-10 00:00:00,10/08/2020,D,0.0,4376.0,0.0,3845.0
1,1,1,0.0,2020-08-11 00:00:00,11/08/2020,D,0.0,4947.0,0.0,4376.0
1,1,1,0.0,2020-08-12 00:00:00,12/08/2020,D,0.0,3418.0,0.0,4947.0
1,1,1,0.0,2020-08-13 00:00:00,13/08/2020,D,0.0,3952.0,0.0,3418.0
1,1,1,0.0,2020-08-14 00:00:00,14/08/2020,D,0.0,5908.0,0.0,3952.0
1,1,1,0.0,2020-08-15 00:00:00,15/08/2020,D,0.0,2785.0,0.0,5908.0
1,1,1,0.0,2020-08-16 00:00:00,16/08/2020,D,0.0,4941.0,0.0,2785.0
1,1,1,0.0,2020-08-17 00:00:00,17/08/2020,D,0.0,2911.0,0.0,4941.0
1,1,1,0.0,2020-08-18 00:00:00,18/08/2020,D,0.0,4060.0,0.0,2911.0
1,1,1,0.0,2020-08-19 00:00:00,19/08/2020,D,0.0,5600.0,0.0,4060.0
1,1,1,0.0,2020-08-20 00:00:00,20/08/2020,D,0.0,3840.0,0.0,5600.0
1,1,1,0.0,2020-08-21 00:00:00,21/08/2020,D,0.0,3501.0,0.0,3840.0
1,1,1,0.0,2020-08-22 00:00:00,22/08/2020,D,0.0,3341.0,0.0,3501.0
1,1,1,0.0,2020-08-23 00:00:00,23/08/2020,D,0.0,5268.0,0.0,3341.0
1,1,1,0.0,2020-08-24 00:00:00,24/08/2020,D,0.0,4605.0,0.0,5268.0
1,1,1,0.0,2020-08-25 00:00:00,25/08/2020,D,0.0,4756.0,0.0,4605.0
1,1,1,0.0,2020-08-26 00:00:00,26/08/2020,D,0.0,3640.0,0.0,4756.0
1,1,1,0.0,2020-08-27 00:00:00,27/08/2020,D,0.0,4292.0,0.0,3640.0
1,1,1,0.0,2020-08-28 00:00:00,28/08/2020,D,0.0,5719.0,0.0,4292.0
1,1,1,0.0,2020-08-29 00:00:00,29/08/2020,D,0.0,5943.0,0.0,5719.0
1,1,1,0.0,2020-08-30 00:00:00,30/08/2020,D,0.0,5023.0,0.0,5943.0
1,1,1,0.0,2020-08-31 00:00:00,2020 August,M,0.0,5943.0,0.0,5955.0
1,1,1,0.0,2020-08-31 00:00:00,31/08/2020,D,0.0,5475.0,0.0,5023.0
1,1,1,0.0,2020-09-01 00:00:00,01/09/2020,D,0.0,2758.0,0.0,5475.0
1,1,1,0.0,2020-09-02 00:00:00,02/09/2020,D,0.0,5267.0,0.0,2758.0
1,1,1,0.0,2020-09-03 00:00:00,03/09/2020,D,0.0,3292.0,0.0,5267.0
1,1,1,0.0,2020-09-04 00:00:00,04/09/2020,D,0.0,4359.0,0.0,3292.0
1,1,1,0.0,2020-09-05 00:00:00,05/09/2020,D,0.0,2867.0,0.0,4359.0
1,1,1,0.0,2020-09-06 00:00:00,06/09/2020,D,0.0,2407.0,0.0,2867.0
1,1,1,0.0,2020-09-07 00:00:00,07/09/2020,D,0.0,4704.0,0.0,2407.0
1,1,1,0.0,2020-09-08 00:00:00,08/09/2020,D,0.0,3746.0,0.0,4704.0
1,1,1,0.0,2020-09-09 00:00:00,09/09/2020,D,0.0,4027.0,0.0,3746.0
1,1,1,0.0,2020-09-10 00:00:00,10/09/2020,D,0.0,4180.0,0.0,4027.0
1,1,1,0.0,2020-09-11 00:00:00,11/09/2020,D,0.0,4201.0,0.0,4180.0
1,1,1,0.0,2020-09-12 00:00:00,12/09/2020,D,0.0,5964.0,0.0,4201.0
1,1,1,0.0,2020-09-13 00:00:00,13/09/2020,D,0.0,2958.0,0.0,5964.0
1,1,1,0.0,2020-09-14 00:00:00,14/09/2020,D,0.0,3337.0,0.0,2958.0
1,1,1,0.0,2020-09-15 00:00:00,15/09/2020,D,0.0,5541.0,0.0,3337.0
1,1,1,0.0,2020-09-16 00:00:00,16/09/2020,D,0.0,5014.0,0.0,5541.0
1,1,1,0.0,2020-09-17 00:00:00,17/09/2020,D,0.0,5315.0,0.0,5014.0
1,1,1,0.0,2020-09-18 00:00:00,18/09/2020,D,0.0,5516.0,0.0,5315.0
1,1,1,0.0,2020-09-19 00:00:00,19/09/2020,D,0.0,4012.0,0.0,5516.0
1,1,1,0.0,2020-09-20 00:00:00,20/09/2020,D,0.0,2317.0,0.0,4012.0
1,1,1,0.0,2020-09-21 00:00:00,21/09/2020,D,0.0,4495.0,0.0,2317.0
1,1,1,0.0,2020-09-22 00:00:00,22/09/2020,D,0.0,5742.0,0.0,4495.0
1,1,1,0.0,2020-09-23 00:00:00,23/09/2020,D,0.0,5846.0,0.0,5742.0
