d_kpi_id;d_level0_id;d_level1_id;d_level2_id;Numerator;Denominator;d_date_id
1;1;1;1;3168;;20200510
1;1;1;1;2895;;20200511
1;1;1;1;2227;;20200512
1;1;1;1;2869;;20200513
1;1;1;1;3090;;20200514
1;1;1;1;844;;20200515
1;1;1;1;628;;20200516
1;1;1;1;2294;;20200517
1;1;1;1;3066;;20200518
1;1;1;1;810;;20200519
1;1;1;1;917;;20200520
1;1;1;1;1249;;20200521
1;1;1;1;1015;;20200522
1;1;1;1;1512;;20200523
1;1;1;1;2681;;20200524
1;1;1;1;1526;;20200525
1;1;1;1;1644;;20200526
1;1;1;1;1418;;20200527
1;1;1;1;583;;20200528
1;1;1;1;1260;;20200529
1;1;1;1;1687;;20200530
1;1;1;1;2838;;20200531
1;1;1;1;3214;;20200601
1;1;1;1;167;;20200602
1;1;1;1;2953;;20200603
1;1;1;1;665;;20200604
1;1;1;1;146;;20200605
1;1;1;1;2968;;20200606
1;1;1;1;2017;;20200607
1;1;1;1;3163;;20200608
1;1;1;1;2868;;20200609
1;1;1;1;1711;;20200610
1;1;1;1;1434;;20200611
1;1;1;1;1627;;20200612
1;1;1;1;2343;;20200613
1;1;1;1;242;;20200614
1;1;1;1;2697;;20200615
1;1;1;1;1561;;20200616
1;1;1;1;2742;;20200617
1;1;1;1;2140;;20200618
1;1;1;1;3146;;20200619
1;1;1;1;2014;;20200620
1;1;1;1;1820;;20200621
1;1;1;1;2273;;20200622
1;1;1;1;1919;;20200623
1;1;1;1;1752;;20200624
1;1;1;1;2735;;20200625
1;1;1;1;1716;;20200626
1;1;1;1;1802;;20200627
1;1;1;1;2401;;20200628
1;1;1;1;894;;20200629
1;1;1;1;2900;;20200630
1;1;1;1;203;;20200701
1;1;1;1;1966;;20200702
1;1;1;1;2568;;20200703
1;1;1;1;2037;;20200704
1;1;1;1;1795;;20200705
1;1;1;1;2983;;20200706
1;1;1;1;502;;20200707
1;1;1;1;2313;;20200708
1;1;1;1;2942;;20200709
1;1;1;1;1591;;20200710
1;1;1;1;2096;;20200711
1;1;1;1;1767;;20200712
1;1;1;1;642;;20200713
1;1;1;1;2925;;20200714
1;1;1;1;1449;;20200715
1;1;1;1;2393;;20200716
1;1;1;1;1386;;20200717
1;1;1;1;147;;20200718
1;1;1;1;1058;;20200719
1;1;1;1;2417;;20200720
1;1;1;1;706;;20200721
1;1;1;1;1352;;20200722
1;1;1;1;3166;;20200723
1;1;1;1;2206;;20200724
1;1;1;1;2317;;20200725
1;1;1;1;2949;;20200726
1;1;1;1;1667;;20200727
1;1;1;1;695;;20200728
1;1;1;1;1081;;20200729
1;1;1;1;815;;20200730
1;1;1;1;3091;;20200731
1;1;1;1;2306;;20200801
1;1;1;1;2156;;20200802
1;1;1;1;3056;;20200803
1;1;1;1;2435;;20200804
1;1;1;1;1735;;20200805
1;1;1;1;803;;20200806
1;1;1;1;1562;;20200807
1;1;1;1;2825;;20200808
1;1;1;1;2413;;20200809
1;1;1;1;2375;;20200810
1;1;1;1;554;;20200811
1;1;1;1;626;;20200812
1;1;1;1;1143;;20200813
1;1;1;1;2090;;20200814
1;1;1;1;2806;;20200815
1;1;1;1;3177;;20200816
1;1;1;1;1336;;20200817
1;1;1;1;2864;;20200818
1;1;1;1;1521;;20200819
1;1;1;1;2563;;20200820
1;1;1;1;1442;;20200821
1;1;1;1;696;;20200822
1;1;1;1;1981;;20200823
1;1;1;1;1684;;20200824
1;1;1;1;2503;;20200825
1;1;1;1;3020;;20200826
1;1;1;1;1720;;20200827
1;1;1;1;2776;;20200828
1;1;1;1;2772;;20200829
1;1;1;1;2977;;20200830
1;1;1;1;3197;;20200831
1;1;1;1;2659;;20200901
1;1;1;1;3111;;20200902
1;1;1;1;2555;;20200903
1;1;1;1;2844;;20200904
1;1;1;1;1794;;20200905
1;1;1;1;1644;;20200906
1;1;1;1;2592;;20200907
1;1;1;1;793;;20200908
1;1;1;1;1197;;20200909
1;1;1;1;1623;;20200910
1;1;1;1;552;;20200911
1;1;1;1;2106;;20200912
1;1;1;1;1479;;20200913
1;1;1;1;1553;;20200914
1;1;1;1;2594;;20200915
1;1;1;1;1646;;20200916
1;1;1;1;2282;;20200917
1;1;1;1;456;;20200918
1;1;1;1;824;;20200919
1;1;1;1;344;;20200920
1;1;1;1;1879;;20200921
1;1;1;1;1047;;20200922
1;1;1;1;1188;;20200923
1;1;1;1;198;;20200924
1;1;1;1;358;;20200925
1;1;1;1;1834;;20200926
1;1;1;1;1682;;20200927
1;1;1;1;850;;20200928
1;1;1;1;3187;;20200929
1;1;1;1;409;;20200930
1;1;1;1;2899;;20201001
1;1;1;1;531;;20201002
1;1;1;1;631;;20201003
1;1;1;1;471;;20201004
1;1;1;1;2996;;20201005
1;1;1;1;929;;20201006
1;1;1;1;231;;20201007
1;1;1;1;1055;;20201008
1;1;1;1;166;;20201009
1;1;1;1;2619;;20201010
1;1;1;1;1032;;20201011
1;1;1;1;2966;;20201012
1;1;1;1;1057;;20201013
1;1;1;1;1538;;20201014
1;1;1;1;2228;;20201015
1;1;1;1;2138;;20201016
1;1;1;1;2860;;20201017
1;1;1;1;1484;;20201018
1;1;1;1;2288;;20201019
1;1;1;1;2194;;20201020
1;1;1;1;2615;;20201021
1;1;1;1;1098;;20201022
1;1;1;1;727;;20201023
1;1;1;1;1389;;20201024
1;1;1;1;1764;;20201025
1;1;1;1;2521;;20201026
1;1;1;1;1172;;20201027
1;1;1;1;1045;;20201028
1;1;1;1;2529;;20201029
1;1;1;1;1399;;20201030
1;1;1;1;2949;;20201031
1;1;1;1;560;;20201101
1;1;1;1;1086;;20201102
1;1;1;1;1994;;20201103
1;1;1;1;2742;;20201104
1;1;1;1;3089;;20201105
1;1;1;1;1100;;20201106
1;1;1;1;1497;;20201107
1;1;1;1;3202;;20201108
1;1;1;1;1952;;20201109
1;1;1;1;243;;20201110
1;1;1;1;1552;;20201111
1;1;1;1;238;;20201112
1;1;1;1;1749;;20201113
1;1;1;1;1404;;20201114
1;1;1;1;964;;20201115
1;1;1;1;361;;20201116
1;1;1;1;1253;;20201117
1;1;1;1;2658;;20201118
1;1;1;1;3103;;20201119
1;1;1;1;775;;20201120
1;1;1;1;268;;20201121
1;1;1;1;544;;20201122
1;1;1;1;2313;;20201123
1;1;1;1;3105;;20201124
1;1;1;1;237;;20201125
1;1;1;1;659;;20201126
1;1;1;1;2866;;20201127
1;1;1;1;1065;;20201128
1;1;1;1;2477;;20201129
1;1;1;1;2158;;20201130
1;1;1;1;594;;20201201
1;1;1;1;1084;;20201202
1;1;1;1;1961;;20201203
1;1;1;1;1316;;20201204
1;1;1;1;523;;20201205
1;1;1;1;2336;;20201206
1;1;1;1;2422;;20201207
1;1;1;1;2662;;20201208
1;1;1;1;372;;20201209
1;1;1;1;761;;20201210
1;1;1;1;166;;20201211
1;1;1;1;1191;;20201212
1;1;1;1;534;;20201213
1;1;1;1;2460;;20201214
1;1;1;1;3106;;20201215
1;1;1;1;2816;;20201216
1;1;1;1;394;;20201217
1;1;1;1;2230;;20201218
1;1;1;1;1165;;20201219
1;1;1;1;2288;;20201220
1;1;1;1;3185;;20201221
1;1;1;1;194;;20201222
1;1;1;1;1867;;20201223
1;1;1;1;1054;;20201224
1;1;1;1;1031;;20201225
1;1;1;1;2194;;20201226
1;1;1;1;2126;;20201227
1;1;1;1;3007;;20201228
1;1;1;1;166;;20201229
1;1;1;1;2759;;20201230
1;1;1;1;2106;;20201231
1;1;1;1;613;;20210101
1;1;1;1;1688;;20210102
1;1;1;1;2485;;20210103
1;1;1;1;1149;;20210104
1;1;1;1;365;;20210105
1;1;1;1;214;;20210106
1;1;1;1;287;;20210107
1;1;1;1;2732;;20210108
1;1;1;1;604;;20210109
1;1;1;1;2237;;20210110
1;1;1;1;2991;;20210111
1;1;1;1;1009;;20210112
1;1;1;1;639;;20210113
1;1;1;1;2993;;20210114
1;1;1;1;2880;;20210115
1;1;1;1;1518;;20210116
1;1;1;1;761;;20210117
1;1;1;1;885;;20210118
1;1;1;1;1662;;20210119
1;1;1;1;3167;;20210120
1;1;1;1;2094;;20210121
1;1;1;1;1093;;20210122
1;1;1;1;2118;;20210123
1;1;1;1;1188;;20210124
1;1;1;1;2230;;20210125
1;1;1;1;2773;;20210126
1;1;1;1;578;;20210127
1;1;1;1;2293;;20210128
1;1;1;1;255;;20210129
1;1;1;1;155;;20210130
1;1;1;1;860;;20210131
1;1;1;1;2281;;20210201
1;1;1;1;2168;;20210202
1;1;1;1;1636;;20210203
1;1;1;1;2766;;20210204
1;1;1;1;1876;;20210205
1;1;1;1;3134;;20210206
1;1;1;1;153;;20210207
1;1;1;1;1595;;20210208
1;1;1;1;1204;;20210209
1;1;1;1;2095;;20210210
1;1;1;1;2258;;20210211
1;1;1;1;1228;;20210212
1;1;1;1;922;;20210213
1;1;1;1;1921;;20210214
1;1;1;1;501;;20210215
1;1;1;1;2015;;20210216
1;1;1;1;1258;;20210217
1;1;1;1;1516;;20210218
1;1;1;1;2691;;20210219
1;1;1;1;2217;;20210220
1;1;1;1;1542;;20210221
1;1;1;1;3155;;20210222
1;1;1;1;2623;;20210223
1;1;1;1;2837;;20210224
1;1;1;1;807;;20210225
1;1;1;1;317;;20210226
1;1;1;1;2211;;20210227
1;1;1;1;2132;;20210228
1;1;1;1;2134;;20210301
1;1;1;1;1223;;20210302
1;1;1;1;1651;;20210303
1;1;1;1;1342;;20210304
1;1;1;1;3027;;20210305
1;1;1;1;1849;;20210306
1;1;1;1;2999;;20210307
1;1;1;1;924;;20210308
1;1;1;1;197;;20210309
1;1;1;1;2971;;20210310
1;1;1;1;3117;;20210311
1;1;1;1;420;;20210312
1;1;1;1;991;;20210313
1;1;1;1;411;;20210314
1;1;1;1;1719;;20210315
1;1;1;1;2485;;20210316
1;1;1;1;168;;20210317
1;1;1;1;1533;;20210318
1;1;1;1;3085;;20210319
1;1;1;1;1921;;20210320
1;1;1;1;1453;;20210321
1;1;1;1;3098;;20210322
1;1;1;1;401;;20210323
1;1;1;1;1956;;20210324
1;1;1;1;467;;20210325
1;1;1;1;1089;;20210326
1;1;1;1;644;;20210327
1;1;1;1;1440;;20210328
1;1;1;1;3203;;20210329
1;1;1;1;1281;;20210330
1;1;1;1;2726;;20210331
1;1;1;1;2416;;20210401
1;1;1;1;2161;;20210402
1;1;1;1;2602;;20210403
1;1;1;1;2274;;20210404
1;1;1;1;2127;;20210405
1;1;1;1;631;;20210406
1;1;1;1;168;;20210407
1;1;1;1;2191;;20210408
1;1;1;1;2744;;20210409
1;1;1;1;1373;;20210410
1;1;1;1;3017;;20210411
1;1;1;1;1696;;20210412
1;1;1;1;2705;;20210413
1;1;1;1;2025;;20210414
1;1;1;1;1028;;20210415
1;1;1;1;1840;;20210416
1;1;1;1;259;;20210417
1;1;1;1;1664;;20210418
1;1;1;1;2966;;20210419
1;1;1;1;2408;;20210420
1;1;1;1;3210;;20210421
1;1;1;1;584;;20210422
1;1;1;1;1686;;20210423
1;1;1;1;2584;;20210424
1;1;1;1;1180;;20210425
1;1;1;1;1966;;20210426
1;1;1;1;417;;20210427
1;1;1;1;3003;;20210428
1;1;1;1;3059;;20210429
1;1;1;1;342;;20210430
1;1;1;1;3105;;20210501
1;1;1;1;463;;20210502
1;1;1;1;2074;;20210503
1;1;1;1;1968;;20210504
1;1;1;1;801;;20210505
1;1;1;1;2774;;20210506
1;1;1;1;388;;20210507
1;1;1;1;234;;20210508
1;1;1;1;2317;;20210509
1;1;1;1;2512;;20210510
1;1;1;1;445;;20210511
1;1;1;1;3197;;20210512
1;1;1;1;981;;20210513
1;1;1;1;2146;;20210514
1;1;1;1;1781;;20210515
1;1;1;1;705;;20210516
1;1;1;1;2095;;20210517
1;1;1;1;2446;;20210518
1;1;1;1;3154;;20210519
1;1;1;1;1247;;20210520
1;1;1;1;3209;;20210521
1;1;1;1;2078;;20210522
1;1;1;1;2112;;20210523
1;1;1;1;2195;;20210524
1;1;1;1;2988;;20210525
1;1;1;1;1359;;20210526
1;1;1;1;1815;;20210527
1;1;1;1;2235;;20210528
1;1;1;1;1802;;20210529
1;1;1;1;172;;20210530
1;1;1;1;2824;;20210531
1;1;1;1;2843;;20210601
1;1;1;1;2760;;20210602
1;1;1;1;2754;;20210603
1;1;1;1;550;;20210604
1;1;1;1;276;;20210605
1;1;1;1;1079;;20210606
1;1;1;1;1817;;20210607
1;1;1;1;971;;20210608
1;1;1;1;303;;20210609
1;1;1;1;2873;;20210610
1;1;1;1;654;;20210611
1;1;1;1;701;;20210612
1;1;1;1;1854;;20210613
1;1;1;1;1714;;20210614
1;1;1;1;666;;20210615
1;1;1;1;3187;;20210616
1;1;1;1;1186;;20210617
1;1;1;1;1958;;20210618
1;1;1;1;2210;;20210619
1;1;1;1;236;;20210620
1;1;1;1;1302;;20210621
1;1;1;1;162;;20210622
1;1;1;1;1172;;20210623
1;1;1;1;1176;;20210624
1;1;1;1;1661;;20210625
1;1;1;1;3145;;20210626
1;1;1;1;1013;;20210627
1;1;1;1;2690;;20210628
1;1;1;1;2097;;20210629
1;1;1;1;2070;;20210630
1;1;1;1;3106;;20210701
1;1;1;1;1078;;20210702
1;1;1;1;425;;20210703
1;1;1;1;229;;20210704
1;1;1;1;3053;;20210705
1;1;1;1;2098;;20210706
1;1;1;1;1775;;20210707
1;1;1;1;1286;;20210708
1;1;1;1;2118;;20210709
1;1;1;1;710;;20210710
1;1;1;1;1520;;20210711
1;1;1;1;870;;20210712
1;1;1;1;1760;;20210713
1;1;1;1;2243;;20210714
1;1;1;1;2135;;20210715
1;1;1;1;282;;20210716
1;1;1;1;374;;20210717
1;1;1;1;1277;;20210718
1;1;1;1;2269;;20210719
1;1;1;1;755;;20210720
1;1;1;1;231;;20210721
1;1;1;1;2953;;20210722
1;1;1;1;246;;20210723
1;1;1;1;2994;;20210724
1;1;1;1;265;;20210725
1;1;1;1;1703;;20210726
1;1;1;1;952;;20210727
1;1;1;1;2003;;20210728
1;1;1;1;1955;;20210729
1;1;1;1;804;;20210730
1;1;1;1;2192;;20210731
1;1;1;1;2726;;20210801
1;1;1;1;3094;;20210802
1;1;1;1;1736;;20210803
1;1;1;1;1909;;20210804
1;1;1;1;2341;;20210805
1;1;1;1;1469;;20210806
1;1;1;1;2495;;20210807
1;1;1;1;2837;;20210808
1;1;1;1;1536;;20210809
1;1;1;1;192;;20210810
1;1;1;1;1554;;20210811
1;1;1;1;1476;;20210812
1;1;1;1;1491;;20210813
1;1;1;1;950;;20210814
1;1;1;1;1438;;20210815
1;1;1;1;2578;;20210816
1;1;1;1;1777;;20210817
1;1;1;1;381;;20210818
1;1;1;1;2316;;20210819
1;1;1;1;2302;;20210820
1;1;1;1;1263;;20210821
1;1;1;1;1709;;20210822
1;1;1;1;2690;;20210823
1;1;1;1;1034;;20210824
1;1;1;1;1785;;20210825
1;1;1;1;2542;;20210826
1;1;1;1;2150;;20210827
1;1;1;1;128;;20210828
1;1;1;1;1109;;20210829
1;1;1;1;2414;;20210830
1;1;1;1;1922;;20210831
1;1;1;1;1931;;20210901
1;1;1;1;448;;20210902
1;1;1;1;1819;;20210903
1;1;1;1;3141;;20210904
1;1;1;1;2585;;20210905
1;1;1;1;2368;;20210906
1;1;1;1;3181;;20210907
1;1;1;1;2539;;20210908
1;1;1;1;2498;;20210909
1;1;1;1;984;;20210910
1;1;1;1;632;;20210911
1;1;1;1;350;;20210912
1;1;1;1;588;;20210913
1;1;1;1;662;;20210914
1;1;1;1;613;;20210915
1;1;1;1;1438;;20210916
1;1;1;1;1900;;20210917
1;1;1;1;1566;;20210918
1;1;1;1;2254;;20210919
1;1;1;1;582;;20210920
1;1;1;1;1396;;20210921
1;1;1;1;562;;20210922
1;1;1;1;3055;;20210923
1;1;1;1;2707;;20210924
1;1;1;1;477;;20210925
1;1;1;1;1426;;20210926
1;1;1;1;1876;;20210927
1;1;1;1;454;;20210928
1;1;1;1;1113;;20210929
1;1;1;1;271;;20210930
1;1;1;1;1077;;20211001
1;1;1;1;1611;;20211002
1;1;1;1;425;;20211003
1;1;1;1;1888;;20211004
1;1;1;1;793;;20211005
1;1;1;1;726;;20211006
1;1;1;1;2364;;20211007
1;1;1;1;923;;20211008
1;1;1;1;509;;20211009
1;1;1;1;1222;;20211010
1;1;1;1;2481;;20211011
1;1;1;1;366;;20211012
1;1;1;1;389;;20211013
1;1;1;1;2473;;20211014
1;1;1;1;1929;;20211015
1;1;1;1;1570;;20211016
1;1;1;1;267;;20211017
1;1;1;1;2439;;20211018
1;1;1;1;2398;;20211019
1;1;1;1;3070;;20211020
1;1;1;1;759;;20211021
1;1;1;1;1414;;20211022
1;1;1;1;977;;20211023
1;1;1;1;490;;20211024
1;1;1;1;2014;;20211025
1;1;1;1;1014;;20211026
1;1;1;1;679;;20211027
1;1;1;1;3105;;20211028
1;1;1;1;3214;;20211029
1;1;1;1;489;;20211030
1;1;1;1;572;;20211031
1;1;1;1;2757;;20211101
1;1;1;1;603;;20211102
1;1;1;1;2596;;20211103
1;1;1;1;2487;;20211104
1;1;1;1;1793;;20211105
1;1;1;1;2250;;20211106
1;1;1;1;2365;;20211107
1;1;1;1;489;;20211108
1;1;1;1;187;;20211109
1;1;1;1;2073;;20211110
1;1;1;1;2562;;20211111
1;1;1;1;359;;20211112
1;1;1;1;2981;;20211113
1;1;1;1;1785;;20211114
1;1;1;1;2589;;20211115
1;1;1;1;492;;20211116
1;1;1;1;515;;20211117
1;1;1;1;1042;;20211118
1;1;1;1;3101;;20211119
1;1;1;1;2301;;20211120
1;1;1;1;1376;;20211121
1;1;1;1;131;;20211122
1;1;1;1;235;;20211123
1;1;1;1;2205;;20211124
1;1;1;1;699;;20211125
1;1;1;1;1308;;20211126
1;1;1;1;428;;20211127
1;1;1;1;1354;;20211128
1;1;1;1;600;;20211129
1;1;1;1;578;;20211130
1;1;1;1;1788;;20211201
1;1;1;1;1001;;20211202
1;1;1;1;3045;;20211203
1;1;1;1;1420;;20211204
1;1;1;1;2407;;20211205
1;1;1;1;503;;20211206
1;1;1;1;1103;;20211207
1;1;1;1;789;;20211208
1;1;1;1;2035;;20211209
1;1;1;1;2222;;20211210
1;1;1;1;2154;;20211211
1;1;1;1;1636;;20211212
1;1;1;1;966;;20211213
1;1;1;1;2695;;20211214
1;1;1;1;2846;;20211215
1;1;1;1;632;;20211216
1;1;1;1;1882;;20211217
1;1;1;1;171;;20211218
1;1;1;1;1199;;20211219
1;1;1;1;1611;;20211220
1;1;1;1;1402;;20211221
1;1;1;1;2491;;20211222
1;1;1;1;228;;20211223
1;1;1;1;1317;;20211224
1;1;1;1;353;;20211225
1;1;1;1;599;;20211226
1;1;1;1;1623;;20211227
1;1;1;1;2923;;20211228
1;1;1;1;897;;20211229
1;1;1;1;2077;;20211230
1;1;1;1;176;;20211231
1;1;1;1;655;;20220101
1;1;1;1;1786;;20220102
1;1;1;1;3060;;20220103
1;1;1;1;2618;;20220104
1;1;1;1;499;;20220105
1;1;1;1;2605;;20220106
1;1;1;1;2725;;20220107
1;1;1;1;2935;;20220108
1;1;1;1;430;;20220109
1;1;1;1;372;;20220110
1;1;1;1;1020;;20220111
1;1;1;1;2996;;20220112
1;1;1;1;1815;;20220113
1;1;1;1;2135;;20220114
1;1;1;1;1969;;20220115
1;1;1;1;789;;20220116
1;1;1;1;821;;20220117
1;1;1;1;682;;20220118
1;1;1;1;1087;;20220119
1;1;1;1;644;;20220120
1;1;1;1;473;;20220121
1;1;1;1;2354;;20220122
1;1;1;1;634;;20220123
1;1;1;1;662;;20220124
1;1;1;1;1286;;20220125
1;1;1;1;470;;20220126
1;1;1;1;3049;;20220127
1;1;1;1;1647;;20220128
1;1;1;1;260;;20220129
1;1;1;1;194;;20220130
1;1;1;1;167;;20220131
1;1;1;1;2083;;20220201
1;1;1;1;1153;;20220202
1;1;1;1;1639;;20220203
1;1;1;1;2132;;20220204
1;1;1;1;2845;;20220205
1;1;1;1;156;;20220206
1;1;1;1;169;;20220207
1;1;1;1;2811;;20220208
1;1;1;1;2941;;20220209
1;1;1;1;2779;;20220210
1;1;1;1;1741;;20220211
1;1;1;1;1883;;20220212
1;1;1;1;1089;;20220213
1;1;1;1;1666;;20220214
1;1;1;1;1686;;20220215
1;1;1;1;1083;;20220216
1;1;1;1;1348;;20220217
1;1;1;1;1908;;20220218
1;1;1;1;1669;;20220219
1;1;1;1;3203;;20220220
1;1;1;1;972;;20220221
1;1;1;1;3004;;20220222
1;1;1;1;943;;20220223
1;1;1;1;1700;;20220224
1;1;1;1;2477;;20220225
1;1;1;1;2033;;20220226
1;1;1;1;959;;20220227
1;1;1;1;1927;;20220228
1;1;1;1;803;;20220301
1;1;1;1;1691;;20220302
1;1;1;1;1245;;20220303
1;1;1;1;3086;;20220304
1;1;1;1;647;;20220305
1;1;1;1;3102;;20220306
1;1;1;1;2199;;20220307
1;1;1;1;1908;;20220308
1;1;1;1;3183;;20220309
1;1;1;1;2266;;20220310
1;1;1;1;1035;;20220311
1;1;1;1;1552;;20220312
1;1;1;1;1856;;20220313
1;1;1;1;2349;;20220314
1;1;1;1;1768;;20220315
1;1;1;1;277;;20220316
1;1;1;1;1495;;20220317
1;1;1;1;2770;;20220318
1;1;1;1;448;;20220319
1;1;1;1;2847;;20220320
1;1;1;1;2423;;20220321
1;1;1;1;668;;20220322
1;1;1;1;3204;;20220323
1;1;1;1;899;;20220324
1;1;1;1;1608;;20220325
1;1;1;1;2440;;20220326
1;1;1;1;2009;;20220327
1;1;1;1;2650;;20220328
1;1;1;1;1189;;20220329
1;1;1;1;2241;;20220330
1;1;1;1;2097;;20220331
1;1;1;1;792;;20220401
1;1;1;1;1015;;20220402
1;1;1;1;2170;;20220403
1;1;1;1;1813;;20220404
1;1;1;1;236;;20220405
1;1;1;1;2108;;20220406
1;1;1;1;2366;;20220407
1;1;1;1;2933;;20220408
1;1;1;1;1201;;20220409
1;1;1;1;1168;;20220410
1;1;1;1;756;;20220411
1;1;1;1;694;;20220412
1;1;1;1;566;;20220413
1;1;1;1;2681;;20220414
1;1;1;1;387;;20220415
1;1;1;1;2669;;20220416
1;1;1;1;1374;;20220417
1;1;1;1;2313;;20220418
1;1;1;1;1089;;20220419
1;1;1;1;321;;20220420
1;1;1;1;2485;;20220421
1;1;1;1;1993;;20220422
1;1;1;1;2934;;20220423
1;1;1;1;801;;20220424
1;1;1;1;1834;;20220425
1;1;1;1;1584;;20220426
1;1;1;1;2958;;20220427
1;1;1;1;431;;20220428
1;1;1;1;1391;;20220429
1;1;1;1;1979;;20220430
1;1;1;1;536;;20220501
1;1;1;1;950;;20220502
1;1;1;1;2568;;20220503
1;1;1;1;2816;;20220504
1;1;1;1;3025;;20220505
1;1;1;1;564;;20220506
1;1;1;1;1408;;20220507
1;1;1;1;2542;;20220508
1;1;1;1;2494;;20220509
1;1;1;1;2430;;20220510
1;1;1;1;2651;;20220511
1;1;1;1;1328;;20220512
1;1;1;1;355;;20220513
1;1;1;1;299;;20220514
1;1;1;1;2443;;20220515
1;1;1;1;1434;;20220516
1;1;1;1;2828;;20220517
1;1;1;1;3129;;20220518
1;1;1;1;2739;;20220519
1;1;1;1;2661;;20220520
1;1;1;1;970;;20220521
1;1;1;1;2883;;20220522
1;1;1;1;817;;20220523
1;1;1;1;1457;;20220524
1;1;1;1;1688;;20220525
1;1;1;1;172;;20220526
1;1;1;1;1847;;20220527
1;1;1;1;1949;;20220528
1;1;1;1;2877;;20220529
1;1;1;1;730;;20220530
1;1;1;1;2102;;20220531
1;1;1;1;360;;20220601
1;1;1;1;3058;;20220602
1;1;1;1;2979;;20220603
