d_kpi_id,d_level0_id,d_level1_id,d_level2_id,Period_int,PeriodName,Grain,Denominator,Numerator,Denominator_LP,Numerator_LP,KPICode,KPIName,KPIDescription,KPIGroup,numerator_id,denominator_id,HigherIs(1=positive),IsCum,Calculation,Notation,Target,AggregateNum,AggregateDenom,Level0_Attribuut,Level1_Attribuut,Level2_Attribuut,GroupImage,KPIImage,Sorting,kpicolor,oprollen,live,visual,d_f_level0_id,Level0Name,Level0NameShort,Level0Description,Level0Entitytype,Level0Color,Level0Color2,Level0Color3,Level0Color4,Level0Color5,Level0Extra1,Level0Extra2,Level0Extra3,d_f_level1_id,Level1Name,Level1NameShort,Level1Description,Level1Entitytype,Level1Color,Level1Color2,Level1Color3,Level1Color4,Level1Color5,Level1Extra1,Level1Extra2,Level1Extra3,d_f_level2_id,Level2Name,Level2NameShort,Level2Description,Level2Entitytype,Level2Color,Level2Color2,Level2Color3,Level2Color4,Level2Color5,Level2Extra1,Level2Extra2,Level2Extra3
1,1,1,1.0,2020-01-15,15/01/2020,D,0.0,3120.0,0.0,2010.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-16,16/01/2020,D,0.0,167.0,0.0,3120.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-17,17/01/2020,D,0.0,657.0,0.0,167.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-18,18/01/2020,D,0.0,2119.0,0.0,657.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-19,19/01/2020,D,0.0,3161.0,0.0,2119.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-20,20/01/2020,D,0.0,1048.0,0.0,3161.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-21,21/01/2020,D,0.0,2179.0,0.0,1048.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-22,22/01/2020,D,0.0,1332.0,0.0,2179.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-23,23/01/2020,D,0.0,2594.0,0.0,1332.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-24,24/01/2020,D,0.0,416.0,0.0,2594.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-25,25/01/2020,D,0.0,259.0,0.0,416.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-26,26/01/2020,D,0.0,1091.0,0.0,259.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-27,27/01/2020,D,0.0,2584.0,0.0,1091.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-28,28/01/2020,D,0.0,648.0,0.0,2584.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-29,29/01/2020,D,0.0,123.0,0.0,648.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-30,30/01/2020,D,0.0,512.0,0.0,123.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-31,2020 January,M,0.0,3195.0,0.0,0.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-01-31,31/01/2020,D,0.0,1993.0,0.0,512.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-01,01/02/2020,D,0.0,1407.0,0.0,1993.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-02,02/02/2020,D,0.0,1815.0,0.0,1407.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-03,03/02/2020,D,0.0,941.0,0.0,1815.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-04,04/02/2020,D,0.0,3199.0,0.0,941.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-05,05/02/2020,D,0.0,2679.0,0.0,3199.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-06,06/02/2020,D,0.0,924.0,0.0,2679.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-07,07/02/2020,D,0.0,1152.0,0.0,924.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-08,08/02/2020,D,0.0,1229.0,0.0,1152.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-09,09/02/2020,D,0.0,197.0,0.0,1229.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-10,10/02/2020,D,0.0,887.0,0.0,197.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-11,11/02/2020,D,0.0,2862.0,0.0,887.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-12,12/02/2020,D,0.0,891.0,0.0,2862.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
1,1,1,1.0,2020-02-13,13/02/2020,D,0.0,2640.0,0.0,891.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,,1,Financien,Financien,Financien,Afdeling,#56C3A9,#56C3A9,#56C3A9,#56C3A9,#56C3A9,,,,1,Locatie den haag,Locatie den haag,Locatie den haag,Locaties,#fecd1a,#00ced2,#00ced3,#00ced4,#00ced5,,,
