d_kpi_id,d_level0_id,d_level1_id,Period_int,PeriodName,Grain,Denominator,Numerator,Denominator_LP,Numerator_LP
1,1,1,2020-01-31 00:00:00,2020 January,M,0.0,9166.0,0.0,0.0
1,1,1,2020-01-31 00:00:00,31/01/2020,D,0.0,7473.0,0.0,4748.0
1,1,1,2020-02-01 00:00:00,01/02/2020,D,0.0,3659.0,0.0,7473.0
1,1,1,2020-02-02 00:00:00,02/02/2020,D,0.0,4053.0,0.0,3659.0
1,1,1,2020-02-03 00:00:00,03/02/2020,D,0.0,6674.0,0.0,4053.0
1,1,1,2020-02-04 00:00:00,04/02/2020,D,0.0,5840.0,0.0,6674.0
1,1,1,2020-02-05 00:00:00,05/02/2020,D,0.0,6113.0,0.0,5840.0
1,1,1,2020-02-06 00:00:00,06/02/2020,D,0.0,3339.0,0.0,6113.0
1,1,1,2020-02-07 00:00:00,07/02/2020,D,0.0,5280.0,0.0,3339.0
1,1,1,2020-02-08 00:00:00,08/02/2020,D,0.0,5895.0,0.0,5280.0
1,1,1,2020-02-09 00:00:00,09/02/2020,D,0.0,4916.0,0.0,5895.0
1,1,1,2020-02-10 00:00:00,10/02/2020,D,0.0,4662.0,0.0,4916.0
1,1,1,2020-02-11 00:00:00,11/02/2020,D,0.0,6039.0,0.0,4662.0
1,1,1,2020-02-12 00:00:00,12/02/2020,D,0.0,5831.0,0.0,6039.0
1,1,1,2020-02-13 00:00:00,13/02/2020,D,0.0,6366.0,0.0,5831.0
1,1,1,2020-02-14 00:00:00,14/02/2020,D,0.0,7607.0,0.0,6366.0
1,1,1,2020-02-15 00:00:00,15/02/2020,D,0.0,3058.0,0.0,7607.0
1,1,1,2020-02-16 00:00:00,16/02/2020,D,0.0,4554.0,0.0,3058.0
1,1,1,2020-02-17 00:00:00,17/02/2020,D,0.0,4763.0,0.0,4554.0
1,1,1,2020-02-18 00:00:00,18/02/2020,D,0.0,6533.0,0.0,4763.0
1,1,1,2020-02-19 00:00:00,19/02/2020,D,0.0,5270.0,0.0,6533.0
1,1,1,2020-02-20 00:00:00,20/02/2020,D,0.0,6915.0,0.0,5270.0
1,1,1,2020-02-21 00:00:00,21/02/2020,D,0.0,5210.0,0.0,6915.0
1,1,1,2020-02-22 00:00:00,22/02/2020,D,0.0,4415.0,0.0,5210.0
1,1,1,2020-02-23 00:00:00,23/02/2020,D,0.0,7695.0,0.0,4415.0
1,1,1,2020-02-24 00:00:00,24/02/2020,D,0.0,7802.0,0.0,7695.0
1,1,1,2020-02-25 00:00:00,25/02/2020,D,0.0,4005.0,0.0,7802.0
1,1,1,2020-02-26 00:00:00,26/02/2020,D,0.0,6987.0,0.0,4005.0
1,1,1,2020-02-27 00:00:00,27/02/2020,D,0.0,5132.0,0.0,6987.0
1,1,1,2020-02-28 00:00:00,28/02/2020,D,0.0,6190.0,0.0,5132.0
1,1,1,2020-02-29 00:00:00,2020 February,M,0.0,8932.0,0.0,9166.0
1,1,1,2020-02-29 00:00:00,29/02/2020,D,0.0,6378.0,0.0,6190.0
1,1,1,2020-03-01 00:00:00,01/03/2020,D,0.0,5182.0,0.0,6378.0
1,1,1,2020-03-02 00:00:00,02/03/2020,D,0.0,4997.0,0.0,5182.0
1,1,1,2020-03-03 00:00:00,03/03/2020,D,0.0,2857.0,0.0,4997.0
1,1,1,2020-03-04 00:00:00,04/03/2020,D,0.0,3486.0,0.0,2857.0
1,1,1,2020-03-05 00:00:00,05/03/2020,D,0.0,4147.0,0.0,3486.0
1,1,1,2020-03-06 00:00:00,06/03/2020,D,0.0,5336.0,0.0,4147.0
1,1,1,2020-03-07 00:00:00,07/03/2020,D,0.0,5413.0,0.0,5336.0
1,1,1,2020-03-08 00:00:00,08/03/2020,D,0.0,6294.0,0.0,5413.0
1,1,1,2020-03-09 00:00:00,09/03/2020,D,0.0,4540.0,0.0,6294.0
1,1,1,2020-03-10 00:00:00,10/03/2020,D,0.0,7491.0,0.0,4540.0
1,1,1,2020-03-11 00:00:00,11/03/2020,D,0.0,6782.0,0.0,7491.0
1,1,1,2020-03-12 00:00:00,12/03/2020,D,0.0,2846.0,0.0,6782.0
1,1,1,2020-03-13 00:00:00,13/03/2020,D,0.0,6645.0,0.0,2846.0
1,1,1,2020-03-14 00:00:00,14/03/2020,D,0.0,8245.0,0.0,6645.0
1,1,1,2020-03-15 00:00:00,15/03/2020,D,0.0,5049.0,0.0,8245.0
1,1,1,2020-03-16 00:00:00,16/03/2020,D,0.0,7134.0,0.0,5049.0
1,1,1,2020-03-17 00:00:00,17/03/2020,D,0.0,6015.0,0.0,7134.0
1,1,1,2020-03-18 00:00:00,18/03/2020,D,0.0,4885.0,0.0,6015.0
1,1,1,2020-03-19 00:00:00,19/03/2020,D,0.0,7173.0,0.0,4885.0
1,1,1,2020-03-20 00:00:00,20/03/2020,D,0.0,5371.0,0.0,7173.0
1,1,1,2020-03-21 00:00:00,21/03/2020,D,0.0,4673.0,0.0,5371.0
1,1,1,2020-03-22 00:00:00,22/03/2020,D,0.0,8271.0,0.0,4673.0
1,1,1,2020-03-23 00:00:00,23/03/2020,D,0.0,5729.0,0.0,8271.0
1,1,1,2020-03-24 00:00:00,24/03/2020,D,0.0,3968.0,0.0,5729.0
1,1,1,2020-03-25 00:00:00,25/03/2020,D,0.0,3746.0,0.0,3968.0
1,1,1,2020-03-26 00:00:00,26/03/2020,D,0.0,4135.0,0.0,3746.0
1,1,1,2020-03-27 00:00:00,27/03/2020,D,0.0,4589.0,0.0,4135.0
1,1,1,2020-03-28 00:00:00,28/03/2020,D,0.0,8312.0,0.0,4589.0
1,1,1,2020-03-29 00:00:00,29/03/2020,D,0.0,6038.0,0.0,8312.0
1,1,1,2020-03-30 00:00:00,30/03/2020,D,0.0,6226.0,0.0,6038.0
1,1,1,2020-03-31 00:00:00,2020 March,M,0.0,8777.0,0.0,0.0
1,1,1,2020-03-31 00:00:00,31/03/2020,D,0.0,5710.0,0.0,6226.0
1,1,1,2020-03-31 00:00:00,Q1 2020,Q,0.0,9170.0,0.0,0.0
1,1,1,2020-04-01 00:00:00,01/04/2020,D,0.0,8544.0,0.0,5710.0
1,1,1,2020-04-02 00:00:00,02/04/2020,D,0.0,8550.0,0.0,8544.0
1,1,1,2020-04-03 00:00:00,03/04/2020,D,0.0,3351.0,0.0,8550.0
1,1,1,2020-04-04 00:00:00,04/04/2020,D,0.0,6215.0,0.0,3351.0
1,1,1,2020-04-05 00:00:00,05/04/2020,D,0.0,4026.0,0.0,6215.0
1,1,1,2020-04-06 00:00:00,06/04/2020,D,0.0,5735.0,0.0,4026.0
1,1,1,2020-04-07 00:00:00,07/04/2020,D,0.0,8357.0,0.0,5735.0
1,1,1,2020-04-08 00:00:00,08/04/2020,D,0.0,6952.0,0.0,8357.0
1,1,1,2020-04-09 00:00:00,09/04/2020,D,0.0,2754.0,0.0,6952.0
1,1,1,2020-04-10 00:00:00,10/04/2020,D,0.0,4316.0,0.0,2754.0
1,1,1,2020-04-11 00:00:00,11/04/2020,D,0.0,6750.0,0.0,4316.0
1,1,1,2020-04-12 00:00:00,12/04/2020,D,0.0,5970.0,0.0,6750.0
1,1,1,2020-04-13 00:00:00,13/04/2020,D,0.0,5244.0,0.0,5970.0
1,1,1,2020-04-14 00:00:00,14/04/2020,D,0.0,5099.0,0.0,5244.0
1,1,1,2020-04-15 00:00:00,15/04/2020,D,0.0,6813.0,0.0,5099.0
1,1,1,2020-04-16 00:00:00,16/04/2020,D,0.0,5173.0,0.0,6813.0
1,1,1,2020-04-17 00:00:00,17/04/2020,D,0.0,5916.0,0.0,5173.0
1,1,1,2020-04-18 00:00:00,18/04/2020,D,0.0,7748.0,0.0,5916.0
1,1,1,2020-04-19 00:00:00,19/04/2020,D,0.0,4840.0,0.0,7748.0
1,1,1,2020-04-20 00:00:00,20/04/2020,D,0.0,5848.0,0.0,4840.0
1,1,1,2020-04-21 00:00:00,21/04/2020,D,0.0,7403.0,0.0,5848.0
1,1,1,2020-04-22 00:00:00,22/04/2020,D,0.0,4489.0,0.0,7403.0
1,1,1,2020-04-23 00:00:00,23/04/2020,D,0.0,7012.0,0.0,4489.0
1,1,1,2020-04-24 00:00:00,24/04/2020,D,0.0,7765.0,0.0,7012.0
1,1,1,2020-04-25 00:00:00,25/04/2020,D,0.0,6140.0,0.0,7765.0
1,1,1,2020-04-26 00:00:00,26/04/2020,D,0.0,7400.0,0.0,6140.0
1,1,1,2020-04-27 00:00:00,27/04/2020,D,0.0,6609.0,0.0,7400.0
1,1,1,2020-04-28 00:00:00,28/04/2020,D,0.0,2968.0,0.0,6609.0
1,1,1,2020-04-29 00:00:00,29/04/2020,D,0.0,6605.0,0.0,2968.0
1,1,1,2020-04-30 00:00:00,2020 April,M,0.0,9046.0,0.0,8777.0
1,1,1,2020-04-30 00:00:00,30/04/2020,D,0.0,7101.0,0.0,6605.0
1,1,1,2020-05-01 00:00:00,01/05/2020,D,0.0,5101.0,0.0,7101.0
1,1,1,2020-05-02 00:00:00,02/05/2020,D,0.0,6889.0,0.0,5101.0
1,1,1,2020-05-03 00:00:00,03/05/2020,D,0.0,6766.0,0.0,6889.0
1,1,1,2020-05-04 00:00:00,04/05/2020,D,0.0,3401.0,0.0,6766.0
1,1,1,2020-05-05 00:00:00,05/05/2020,D,0.0,4616.0,0.0,3401.0
1,1,1,2020-05-06 00:00:00,06/05/2020,D,0.0,4102.0,0.0,4616.0
1,1,1,2020-05-07 00:00:00,07/05/2020,D,0.0,5807.0,0.0,4102.0
1,1,1,2020-05-08 00:00:00,08/05/2020,D,0.0,8330.0,0.0,5807.0
1,1,1,2020-05-09 00:00:00,09/05/2020,D,0.0,6930.0,0.0,8330.0
1,1,1,2020-05-10 00:00:00,10/05/2020,D,0.0,8371.0,0.0,6930.0
1,1,1,2020-05-11 00:00:00,11/05/2020,D,0.0,7306.0,0.0,8371.0
1,1,1,2020-05-12 00:00:00,12/05/2020,D,0.0,7100.0,0.0,7306.0
1,1,1,2020-05-13 00:00:00,13/05/2020,D,0.0,5579.0,0.0,7100.0
1,1,1,2020-05-14 00:00:00,14/05/2020,D,0.0,8630.0,0.0,5579.0
1,1,1,2020-05-15 00:00:00,15/05/2020,D,0.0,5215.0,0.0,8630.0
1,1,1,2020-05-16 00:00:00,16/05/2020,D,0.0,6533.0,0.0,5215.0
1,1,1,2020-05-17 00:00:00,17/05/2020,D,0.0,5325.0,0.0,6533.0
1,1,1,2020-05-18 00:00:00,18/05/2020,D,0.0,5868.0,0.0,5325.0
1,1,1,2020-05-19 00:00:00,19/05/2020,D,0.0,6126.0,0.0,5868.0
1,1,1,2020-05-20 00:00:00,20/05/2020,D,0.0,5500.0,0.0,6126.0
1,1,1,2020-05-21 00:00:00,21/05/2020,D,0.0,6706.0,0.0,5500.0
1,1,1,2020-05-22 00:00:00,22/05/2020,D,0.0,4067.0,0.0,6706.0
1,1,1,2020-05-23 00:00:00,23/05/2020,D,0.0,4811.0,0.0,4067.0
1,1,1,2020-05-24 00:00:00,24/05/2020,D,0.0,7574.0,0.0,4811.0
1,1,1,2020-05-25 00:00:00,25/05/2020,D,0.0,5495.0,0.0,7574.0
1,1,1,2020-05-26 00:00:00,26/05/2020,D,0.0,6317.0,0.0,5495.0
1,1,1,2020-05-27 00:00:00,27/05/2020,D,0.0,5857.0,0.0,6317.0
1,1,1,2020-05-28 00:00:00,28/05/2020,D,0.0,4166.0,0.0,5857.0
1,1,1,2020-05-29 00:00:00,29/05/2020,D,0.0,5269.0,0.0,4166.0
1,1,1,2020-05-30 00:00:00,30/05/2020,D,0.0,7304.0,0.0,5269.0
1,1,1,2020-05-31 00:00:00,2020 May,M,0.0,9073.0,0.0,0.0
1,1,1,2020-05-31 00:00:00,31/05/2020,D,0.0,8395.0,0.0,7304.0
1,1,1,2020-06-01 00:00:00,01/06/2020,D,0.0,7037.0,0.0,8395.0
1,1,1,2020-06-02 00:00:00,02/06/2020,D,0.0,3534.0,0.0,7037.0
1,1,1,2020-06-03 00:00:00,03/06/2020,D,0.0,5953.0,0.0,3534.0
1,1,1,2020-06-04 00:00:00,04/06/2020,D,0.0,3018.0,0.0,5953.0
1,1,1,2020-06-05 00:00:00,05/06/2020,D,0.0,3916.0,0.0,3018.0
1,1,1,2020-06-06 00:00:00,06/06/2020,D,0.0,8814.0,0.0,3916.0
1,1,1,2020-06-07 00:00:00,07/06/2020,D,0.0,6008.0,0.0,8814.0
1,1,1,2020-06-08 00:00:00,08/06/2020,D,0.0,8987.0,0.0,6008.0
1,1,1,2020-06-09 00:00:00,09/06/2020,D,0.0,5280.0,0.0,8987.0
1,1,1,2020-06-10 00:00:00,10/06/2020,D,0.0,6816.0,0.0,5280.0
1,1,1,2020-06-11 00:00:00,11/06/2020,D,0.0,3928.0,0.0,6816.0
1,1,1,2020-06-12 00:00:00,12/06/2020,D,0.0,7367.0,0.0,3928.0
1,1,1,2020-06-13 00:00:00,13/06/2020,D,0.0,6463.0,0.0,7367.0
1,1,1,2020-06-14 00:00:00,14/06/2020,D,0.0,3589.0,0.0,6463.0
1,1,1,2020-06-15 00:00:00,15/06/2020,D,0.0,7350.0,0.0,3589.0
1,1,1,2020-06-16 00:00:00,16/06/2020,D,0.0,3838.0,0.0,7350.0
1,1,1,2020-06-17 00:00:00,17/06/2020,D,0.0,5521.0,0.0,3838.0
1,1,1,2020-06-18 00:00:00,18/06/2020,D,0.0,5879.0,0.0,5521.0
1,1,1,2020-06-19 00:00:00,19/06/2020,D,0.0,5526.0,0.0,5879.0
1,1,1,2020-06-20 00:00:00,20/06/2020,D,0.0,7137.0,0.0,5526.0
1,1,1,2020-06-21 00:00:00,21/06/2020,D,0.0,4277.0,0.0,7137.0
1,1,1,2020-06-22 00:00:00,22/06/2020,D,0.0,5341.0,0.0,4277.0
1,1,1,2020-06-23 00:00:00,23/06/2020,D,0.0,4233.0,0.0,5341.0
1,1,1,2020-06-24 00:00:00,24/06/2020,D,0.0,7089.0,0.0,4233.0
1,1,1,2020-06-25 00:00:00,25/06/2020,D,0.0,5017.0,0.0,7089.0
1,1,1,2020-06-26 00:00:00,26/06/2020,D,0.0,7378.0,0.0,5017.0
1,1,1,2020-06-27 00:00:00,27/06/2020,D,0.0,5900.0,0.0,7378.0
1,1,1,2020-06-28 00:00:00,28/06/2020,D,0.0,6258.0,0.0,5900.0
1,1,1,2020-06-29 00:00:00,29/06/2020,D,0.0,4715.0,0.0,6258.0
1,1,1,2020-06-30 00:00:00,2020 June,M,0.0,9060.0,0.0,9073.0
1,1,1,2020-06-30 00:00:00,30/06/2020,D,0.0,7784.0,0.0,4715.0
1,1,1,2020-06-30 00:00:00,Q2 2020,Q,0.0,9176.0,0.0,9170.0
1,1,1,2020-07-01 00:00:00,01/07/2020,D,0.0,4046.0,0.0,7784.0
1,1,1,2020-07-02 00:00:00,02/07/2020,D,0.0,5129.0,0.0,4046.0
1,1,1,2020-07-03 00:00:00,03/07/2020,D,0.0,5495.0,0.0,5129.0
1,1,1,2020-07-04 00:00:00,04/07/2020,D,0.0,5162.0,0.0,5495.0
1,1,1,2020-07-05 00:00:00,05/07/2020,D,0.0,4208.0,0.0,5162.0
1,1,1,2020-07-06 00:00:00,06/07/2020,D,0.0,5426.0,0.0,4208.0
1,1,1,2020-07-07 00:00:00,07/07/2020,D,0.0,4164.0,0.0,5426.0
1,1,1,2020-07-08 00:00:00,08/07/2020,D,0.0,4926.0,0.0,4164.0
1,1,1,2020-07-09 00:00:00,09/07/2020,D,0.0,7960.0,0.0,4926.0
1,1,1,2020-07-10 00:00:00,10/07/2020,D,0.0,5881.0,0.0,7960.0
1,1,1,2020-07-11 00:00:00,11/07/2020,D,0.0,4843.0,0.0,5881.0
1,1,1,2020-07-12 00:00:00,12/07/2020,D,0.0,6011.0,0.0,4843.0
1,1,1,2020-07-13 00:00:00,13/07/2020,D,0.0,4150.0,0.0,6011.0
1,1,1,2020-07-14 00:00:00,14/07/2020,D,0.0,6918.0,0.0,4150.0
1,1,1,2020-07-15 00:00:00,15/07/2020,D,0.0,4378.0,0.0,6918.0
1,1,1,2020-07-16 00:00:00,16/07/2020,D,0.0,8348.0,0.0,4378.0
1,1,1,2020-07-17 00:00:00,17/07/2020,D,0.0,5204.0,0.0,8348.0
1,1,1,2020-07-18 00:00:00,18/07/2020,D,0.0,4883.0,0.0,5204.0
1,1,1,2020-07-19 00:00:00,19/07/2020,D,0.0,3409.0,0.0,4883.0
1,1,1,2020-07-20 00:00:00,20/07/2020,D,0.0,7775.0,0.0,3409.0
1,1,1,2020-07-21 00:00:00,21/07/2020,D,0.0,5441.0,0.0,7775.0
1,1,1,2020-07-22 00:00:00,22/07/2020,D,0.0,4806.0,0.0,5441.0
1,1,1,2020-07-23 00:00:00,23/07/2020,D,0.0,6774.0,0.0,4806.0
1,1,1,2020-07-24 00:00:00,24/07/2020,D,0.0,4493.0,0.0,6774.0
1,1,1,2020-07-25 00:00:00,25/07/2020,D,0.0,4851.0,0.0,4493.0
1,1,1,2020-07-26 00:00:00,26/07/2020,D,0.0,6944.0,0.0,4851.0
1,1,1,2020-07-27 00:00:00,27/07/2020,D,0.0,3997.0,0.0,6944.0
1,1,1,2020-07-28 00:00:00,28/07/2020,D,0.0,3578.0,0.0,3997.0
1,1,1,2020-07-29 00:00:00,29/07/2020,D,0.0,6170.0,0.0,3578.0
1,1,1,2020-07-30 00:00:00,30/07/2020,D,0.0,4171.0,0.0,6170.0
1,1,1,2020-07-31 00:00:00,2020 July,M,0.0,9121.0,0.0,0.0
1,1,1,2020-07-31 00:00:00,31/07/2020,D,0.0,6478.0,0.0,4171.0
1,1,1,2020-08-01 00:00:00,01/08/2020,D,0.0,5746.0,0.0,6478.0
1,1,1,2020-08-02 00:00:00,02/08/2020,D,0.0,7182.0,0.0,5746.0
1,1,1,2020-08-03 00:00:00,03/08/2020,D,0.0,8478.0,0.0,7182.0
1,1,1,2020-08-04 00:00:00,04/08/2020,D,0.0,5955.0,0.0,8478.0
1,1,1,2020-08-05 00:00:00,05/08/2020,D,0.0,4948.0,0.0,5955.0
1,1,1,2020-08-06 00:00:00,06/08/2020,D,0.0,5068.0,0.0,4948.0
1,1,1,2020-08-07 00:00:00,07/08/2020,D,0.0,3863.0,0.0,5068.0
1,1,1,2020-08-08 00:00:00,08/08/2020,D,0.0,7272.0,0.0,3863.0
1,1,1,2020-08-09 00:00:00,09/08/2020,D,0.0,6258.0,0.0,7272.0
1,1,1,2020-08-10 00:00:00,10/08/2020,D,0.0,6751.0,0.0,6258.0
1,1,1,2020-08-11 00:00:00,11/08/2020,D,0.0,5501.0,0.0,6751.0
1,1,1,2020-08-12 00:00:00,12/08/2020,D,0.0,4044.0,0.0,5501.0
1,1,1,2020-08-13 00:00:00,13/08/2020,D,0.0,5095.0,0.0,4044.0
1,1,1,2020-08-14 00:00:00,14/08/2020,D,0.0,7998.0,0.0,5095.0
1,1,1,2020-08-15 00:00:00,15/08/2020,D,0.0,5591.0,0.0,7998.0
1,1,1,2020-08-16 00:00:00,16/08/2020,D,0.0,8118.0,0.0,5591.0
1,1,1,2020-08-17 00:00:00,17/08/2020,D,0.0,4247.0,0.0,8118.0
1,1,1,2020-08-18 00:00:00,18/08/2020,D,0.0,6924.0,0.0,4247.0
1,1,1,2020-08-19 00:00:00,19/08/2020,D,0.0,7121.0,0.0,6924.0
1,1,1,2020-08-20 00:00:00,20/08/2020,D,0.0,6403.0,0.0,7121.0
1,1,1,2020-08-21 00:00:00,21/08/2020,D,0.0,4943.0,0.0,6403.0
1,1,1,2020-08-22 00:00:00,22/08/2020,D,0.0,4037.0,0.0,4943.0
1,1,1,2020-08-23 00:00:00,23/08/2020,D,0.0,7249.0,0.0,4037.0
1,1,1,2020-08-24 00:00:00,24/08/2020,D,0.0,6289.0,0.0,7249.0
1,1,1,2020-08-25 00:00:00,25/08/2020,D,0.0,7259.0,0.0,6289.0
1,1,1,2020-08-26 00:00:00,26/08/2020,D,0.0,6660.0,0.0,7259.0
1,1,1,2020-08-27 00:00:00,27/08/2020,D,0.0,6012.0,0.0,6660.0
1,1,1,2020-08-28 00:00:00,28/08/2020,D,0.0,8495.0,0.0,6012.0
1,1,1,2020-08-29 00:00:00,29/08/2020,D,0.0,8715.0,0.0,8495.0
1,1,1,2020-08-30 00:00:00,30/08/2020,D,0.0,8000.0,0.0,8715.0
1,1,1,2020-08-31 00:00:00,2020 August,M,0.0,9140.0,0.0,9121.0
1,1,1,2020-08-31 00:00:00,31/08/2020,D,0.0,8672.0,0.0,8000.0
1,1,1,2020-09-01 00:00:00,01/09/2020,D,0.0,5417.0,0.0,8672.0
1,1,1,2020-09-02 00:00:00,02/09/2020,D,0.0,8378.0,0.0,5417.0
1,1,1,2020-09-03 00:00:00,03/09/2020,D,0.0,5847.0,0.0,8378.0
1,1,1,2020-09-04 00:00:00,04/09/2020,D,0.0,7203.0,0.0,5847.0
1,1,1,2020-09-05 00:00:00,05/09/2020,D,0.0,4661.0,0.0,7203.0
1,1,1,2020-09-06 00:00:00,06/09/2020,D,0.0,4051.0,0.0,4661.0
1,1,1,2020-09-07 00:00:00,07/09/2020,D,0.0,7296.0,0.0,4051.0
1,1,1,2020-09-08 00:00:00,08/09/2020,D,0.0,4539.0,0.0,7296.0
1,1,1,2020-09-09 00:00:00,09/09/2020,D,0.0,5224.0,0.0,4539.0
1,1,1,2020-09-10 00:00:00,10/09/2020,D,0.0,5803.0,0.0,5224.0
1,1,1,2020-09-11 00:00:00,11/09/2020,D,0.0,4753.0,0.0,5803.0
1,1,1,2020-09-12 00:00:00,12/09/2020,D,0.0,8070.0,0.0,4753.0
1,1,1,2020-09-13 00:00:00,13/09/2020,D,0.0,4437.0,0.0,8070.0
1,1,1,2020-09-14 00:00:00,14/09/2020,D,0.0,4890.0,0.0,4437.0
1,1,1,2020-09-15 00:00:00,15/09/2020,D,0.0,8135.0,0.0,4890.0
1,1,1,2020-09-16 00:00:00,16/09/2020,D,0.0,6660.0,0.0,8135.0
1,1,1,2020-09-17 00:00:00,17/09/2020,D,0.0,7597.0,0.0,6660.0
1,1,1,2020-09-18 00:00:00,18/09/2020,D,0.0,5972.0,0.0,7597.0
1,1,1,2020-09-19 00:00:00,19/09/2020,D,0.0,4836.0,0.0,5972.0
1,1,1,2020-09-20 00:00:00,20/09/2020,D,0.0,2661.0,0.0,4836.0
1,1,1,2020-09-21 00:00:00,21/09/2020,D,0.0,6374.0,0.0,2661.0
1,1,1,2020-09-22 00:00:00,22/09/2020,D,0.0,6789.0,0.0,6374.0
1,1,1,2020-09-23 00:00:00,23/09/2020,D,0.0,7034.0,0.0,6789.0
1,1,1,2020-09-24 00:00:00,24/09/2020,D,0.0,5221.0,0.0,7034.0
1,1,1,2020-09-25 00:00:00,25/09/2020,D,0.0,3123.0,0.0,5221.0
1,1,1,2020-09-26 00:00:00,26/09/2020,D,0.0,5432.0,0.0,3123.0
1,1,1,2020-09-27 00:00:00,27/09/2020,D,0.0,7320.0,0.0,5432.0
1,1,1,2020-09-28 00:00:00,28/09/2020,D,0.0,6529.0,0.0,7320.0
1,1,1,2020-09-29 00:00:00,29/09/2020,D,0.0,6772.0,0.0,6529.0
1,1,1,2020-09-30 00:00:00,2020 September,M,0.0,9151.0,0.0,9140.0
1,1,1,2020-09-30 00:00:00,30/09/2020,D,0.0,3605.0,0.0,6772.0
1,1,1,2020-09-30 00:00:00,Q3 2020,Q,0.0,9161.0,0.0,9176.0
1,1,1,2020-10-01 00:00:00,01/10/2020,D,0.0,6532.0,0.0,3605.0
1,1,1,2020-10-02 00:00:00,02/10/2020,D,0.0,3377.0,0.0,6532.0
1,1,1,2020-10-03 00:00:00,03/10/2020,D,0.0,4646.0,0.0,3377.0
1,1,1,2020-10-04 00:00:00,04/10/2020,D,0.0,3291.0,0.0,4646.0
1,1,1,2020-10-05 00:00:00,05/10/2020,D,0.0,6199.0,0.0,3291.0
1,1,1,2020-10-06 00:00:00,06/10/2020,D,0.0,5065.0,0.0,6199.0
1,1,1,2020-10-07 00:00:00,07/10/2020,D,0.0,4487.0,0.0,5065.0
1,1,1,2020-10-08 00:00:00,08/10/2020,D,0.0,6186.0,0.0,4487.0
1,1,1,2020-10-09 00:00:00,09/10/2020,D,0.0,5482.0,0.0,6186.0
1,1,1,2020-10-10 00:00:00,10/10/2020,D,0.0,7098.0,0.0,5482.0
1,1,1,2020-10-11 00:00:00,11/10/2020,D,0.0,4807.0,0.0,7098.0
1,1,1,2020-10-12 00:00:00,12/10/2020,D,0.0,5921.0,0.0,4807.0
1,1,1,2020-10-13 00:00:00,13/10/2020,D,0.0,5280.0,0.0,5921.0
1,1,1,2020-10-14 00:00:00,14/10/2020,D,0.0,6602.0,0.0,5280.0
1,1,1,2020-10-15 00:00:00,15/10/2020,D,0.0,5433.0,0.0,6602.0
1,1,1,2020-10-16 00:00:00,16/10/2020,D,0.0,7733.0,0.0,5433.0
