d_kpi_id,d_level0_id,Period_int,PeriodName,Grain,Denominator,Numerator,Denominator_LP,Numerator_LP,KPICode,KPIName,KPIDescription,KPIGroup,numerator_id,denominator_id,HigherIs(1=positive),IsCum,Calculation,Notation,Target,AggregateNum,AggregateDenom,Level0_Attribuut,Level1_Attribuut,Level2_Attribuut,GroupImage,KPIImage,Sorting,kpicolor,oprollen,live,visual,d_f_level0_id,Level0Name,Level0NameShort,Level0Description,Level0Entitytype,Level0Color,Level0Color2,Level0Color3,Level0Color4,Level0Color5,Level0Extra1,Level0Extra2,Level0Extra3
1,1,2020-01-11,11/01/2020,D,0.0,98736.0,0.0,73993.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-12,12/01/2020,D,0.0,32161.0,0.0,98736.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-13,13/01/2020,D,0.0,41024.0,0.0,32161.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-14,14/01/2020,D,0.0,87898.0,0.0,41024.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-15,15/01/2020,D,0.0,54765.0,0.0,87898.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-16,16/01/2020,D,0.0,84689.0,0.0,54765.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-17,17/01/2020,D,0.0,50467.0,0.0,84689.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-18,18/01/2020,D,0.0,30122.0,0.0,50467.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-19,19/01/2020,D,0.0,78596.0,0.0,30122.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-20,20/01/2020,D,0.0,72565.0,0.0,78596.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-21,21/01/2020,D,0.0,32514.0,0.0,72565.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-22,22/01/2020,D,0.0,82374.0,0.0,32514.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-23,23/01/2020,D,0.0,72412.0,0.0,82374.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-24,24/01/2020,D,0.0,66060.0,0.0,72412.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-25,25/01/2020,D,0.0,70553.0,0.0,66060.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-26,26/01/2020,D,0.0,74462.0,0.0,70553.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-27,27/01/2020,D,0.0,86260.0,0.0,74462.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-28,28/01/2020,D,0.0,86020.0,0.0,86260.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-29,29/01/2020,D,0.0,52662.0,0.0,86020.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-30,30/01/2020,D,0.0,80662.0,0.0,52662.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-31,2020 January,M,0.0,110193.0,0.0,0.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-01-31,31/01/2020,D,0.0,91462.0,0.0,80662.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-01,01/02/2020,D,0.0,50757.0,0.0,91462.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-02,02/02/2020,D,0.0,52912.0,0.0,50757.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-03,03/02/2020,D,0.0,87249.0,0.0,52912.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-04,04/02/2020,D,0.0,56771.0,0.0,87249.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-05,05/02/2020,D,0.0,48891.0,0.0,56771.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-06,06/02/2020,D,0.0,91727.0,0.0,48891.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-07,07/02/2020,D,0.0,73634.0,0.0,91727.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-08,08/02/2020,D,0.0,53996.0,0.0,73634.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-09,09/02/2020,D,0.0,64136.0,0.0,53996.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-10,10/02/2020,D,0.0,47842.0,0.0,64136.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-11,11/02/2020,D,0.0,50464.0,0.0,47842.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-12,12/02/2020,D,0.0,67949.0,0.0,50464.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-13,13/02/2020,D,0.0,56049.0,0.0,67949.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-14,14/02/2020,D,0.0,68920.0,0.0,56049.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-15,15/02/2020,D,0.0,98953.0,0.0,68920.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-16,16/02/2020,D,0.0,88236.0,0.0,98953.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-17,17/02/2020,D,0.0,61912.0,0.0,88236.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-18,18/02/2020,D,0.0,50881.0,0.0,61912.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-19,19/02/2020,D,0.0,90625.0,0.0,50881.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-20,20/02/2020,D,0.0,43209.0,0.0,90625.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-21,21/02/2020,D,0.0,31583.0,0.0,43209.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-22,22/02/2020,D,0.0,25050.0,0.0,31583.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-23,23/02/2020,D,0.0,38928.0,0.0,25050.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-24,24/02/2020,D,0.0,75167.0,0.0,38928.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-25,25/02/2020,D,0.0,66283.0,0.0,75167.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-26,26/02/2020,D,0.0,50611.0,0.0,66283.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-27,27/02/2020,D,0.0,97357.0,0.0,50611.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-28,28/02/2020,D,0.0,52605.0,0.0,97357.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-29,2020 February,M,0.0,113130.0,0.0,110193.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-02-29,29/02/2020,D,0.0,74077.0,0.0,52605.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-01,01/03/2020,D,0.0,26295.0,0.0,74077.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-02,02/03/2020,D,0.0,90479.0,0.0,26295.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-03,03/03/2020,D,0.0,43116.0,0.0,90479.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-04,04/03/2020,D,0.0,91466.0,0.0,43116.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-05,05/03/2020,D,0.0,43747.0,0.0,91466.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-06,06/03/2020,D,0.0,91655.0,0.0,43747.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-07,07/03/2020,D,0.0,58328.0,0.0,91655.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-08,08/03/2020,D,0.0,104575.0,0.0,58328.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-09,09/03/2020,D,0.0,42399.0,0.0,104575.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-10,10/03/2020,D,0.0,75211.0,0.0,42399.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-11,11/03/2020,D,0.0,50313.0,0.0,75211.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-12,12/03/2020,D,0.0,101384.0,0.0,50313.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-13,13/03/2020,D,0.0,76782.0,0.0,101384.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-14,14/03/2020,D,0.0,71253.0,0.0,76782.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-15,15/03/2020,D,0.0,39492.0,0.0,71253.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-16,16/03/2020,D,0.0,90764.0,0.0,39492.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-17,17/03/2020,D,0.0,49099.0,0.0,90764.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-18,18/03/2020,D,0.0,66320.0,0.0,49099.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-19,19/03/2020,D,0.0,32709.0,0.0,66320.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-20,20/03/2020,D,0.0,48141.0,0.0,32709.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
1,1,2020-03-21,21/03/2020,D,0.0,29505.0,0.0,48141.0,#_ziekteuren,Ziekteuren,Ziekteuren,HR,1,0,1,1,1,#,,1,1,Directie,Afdeling,Locatie,person,,1,red,y,1,bar,1,COA,COA,COA,Directie,#F28C28,#F28C28,#F28C28,#F28C28,#F28C28,,,
