d_kpi_id,d_level0_id,Period_int,PeriodName,Grain,Denominator,Numerator,Denominator_LP,Numerator_LP
1,1,2020-03-06 00:00:00,06/03/2020,D,0.0,91655.0,0.0,43747.0
1,1,2020-03-07 00:00:00,07/03/2020,D,0.0,58328.0,0.0,91655.0
1,1,2020-03-08 00:00:00,08/03/2020,D,0.0,104575.0,0.0,58328.0
1,1,2020-03-09 00:00:00,09/03/2020,D,0.0,42399.0,0.0,104575.0
1,1,2020-03-10 00:00:00,10/03/2020,D,0.0,75211.0,0.0,42399.0
1,1,2020-03-11 00:00:00,11/03/2020,D,0.0,50313.0,0.0,75211.0
1,1,2020-03-12 00:00:00,12/03/2020,D,0.0,101384.0,0.0,50313.0
1,1,2020-03-13 00:00:00,13/03/2020,D,0.0,76782.0,0.0,101384.0
1,1,2020-03-14 00:00:00,14/03/2020,D,0.0,71253.0,0.0,76782.0
1,1,2020-03-15 00:00:00,15/03/2020,D,0.0,39492.0,0.0,71253.0
1,1,2020-03-16 00:00:00,16/03/2020,D,0.0,90764.0,0.0,39492.0
1,1,2020-03-17 00:00:00,17/03/2020,D,0.0,49099.0,0.0,90764.0
1,1,2020-03-18 00:00:00,18/03/2020,D,0.0,66320.0,0.0,49099.0
1,1,2020-03-19 00:00:00,19/03/2020,D,0.0,32709.0,0.0,66320.0
1,1,2020-03-20 00:00:00,20/03/2020,D,0.0,48141.0,0.0,32709.0
1,1,2020-03-21 00:00:00,21/03/2020,D,0.0,29505.0,0.0,48141.0
1,1,2020-03-22 00:00:00,22/03/2020,D,0.0,84153.0,0.0,29505.0
1,1,2020-03-23 00:00:00,23/03/2020,D,0.0,35735.0,0.0,84153.0
1,1,2020-03-24 00:00:00,24/03/2020,D,0.0,43074.0,0.0,35735.0
1,1,2020-03-25 00:00:00,25/03/2020,D,0.0,63053.0,0.0,43074.0
1,1,2020-03-26 00:00:00,26/03/2020,D,0.0,37009.0,0.0,63053.0
1,1,2020-03-27 00:00:00,27/03/2020,D,0.0,39954.0,0.0,37009.0
1,1,2020-03-28 00:00:00,28/03/2020,D,0.0,39112.0,0.0,39954.0
1,1,2020-03-29 00:00:00,29/03/2020,D,0.0,67875.0,0.0,39112.0
1,1,2020-03-30 00:00:00,30/03/2020,D,0.0,32254.0,0.0,67875.0
1,1,2020-03-31 00:00:00,2020 March,M,0.0,113111.0,0.0,0.0
1,1,2020-03-31 00:00:00,31/03/2020,D,0.0,83172.0,0.0,32254.0
1,1,2020-03-31 00:00:00,Q1 2020,Q,0.0,113617.0,0.0,0.0
1,1,2020-04-01 00:00:00,01/04/2020,D,0.0,107740.0,0.0,83172.0
1,1,2020-04-02 00:00:00,02/04/2020,D,0.0,68723.0,0.0,107740.0
1,1,2020-04-03 00:00:00,03/04/2020,D,0.0,87252.0,0.0,68723.0
1,1,2020-04-04 00:00:00,04/04/2020,D,0.0,45454.0,0.0,87252.0
1,1,2020-04-05 00:00:00,05/04/2020,D,0.0,29702.0,0.0,45454.0
1,1,2020-04-06 00:00:00,06/04/2020,D,0.0,89797.0,0.0,29702.0
1,1,2020-04-07 00:00:00,07/04/2020,D,0.0,66381.0,0.0,89797.0
1,1,2020-04-08 00:00:00,08/04/2020,D,0.0,75315.0,0.0,66381.0
1,1,2020-04-09 00:00:00,09/04/2020,D,0.0,91973.0,0.0,75315.0
1,1,2020-04-10 00:00:00,10/04/2020,D,0.0,59476.0,0.0,91973.0
1,1,2020-04-11 00:00:00,11/04/2020,D,0.0,70371.0,0.0,59476.0
1,1,2020-04-12 00:00:00,12/04/2020,D,0.0,66594.0,0.0,70371.0
1,1,2020-04-13 00:00:00,13/04/2020,D,0.0,94470.0,0.0,66594.0
1,1,2020-04-14 00:00:00,14/04/2020,D,0.0,54026.0,0.0,94470.0
1,1,2020-04-15 00:00:00,15/04/2020,D,0.0,98421.0,0.0,54026.0
1,1,2020-04-16 00:00:00,16/04/2020,D,0.0,67447.0,0.0,98421.0
1,1,2020-04-17 00:00:00,17/04/2020,D,0.0,82104.0,0.0,67447.0
1,1,2020-04-18 00:00:00,18/04/2020,D,0.0,82221.0,0.0,82104.0
1,1,2020-04-19 00:00:00,19/04/2020,D,0.0,80581.0,0.0,82221.0
1,1,2020-04-20 00:00:00,20/04/2020,D,0.0,103462.0,0.0,80581.0
1,1,2020-04-21 00:00:00,21/04/2020,D,0.0,67467.0,0.0,103462.0
1,1,2020-04-22 00:00:00,22/04/2020,D,0.0,102958.0,0.0,67467.0
1,1,2020-04-23 00:00:00,23/04/2020,D,0.0,103618.0,0.0,102958.0
1,1,2020-04-24 00:00:00,24/04/2020,D,0.0,40155.0,0.0,103618.0
1,1,2020-04-25 00:00:00,25/04/2020,D,0.0,99301.0,0.0,40155.0
1,1,2020-04-26 00:00:00,26/04/2020,D,0.0,99823.0,0.0,99301.0
1,1,2020-04-27 00:00:00,27/04/2020,D,0.0,45534.0,0.0,99823.0
1,1,2020-04-28 00:00:00,28/04/2020,D,0.0,39066.0,0.0,45534.0
1,1,2020-04-29 00:00:00,29/04/2020,D,0.0,67529.0,0.0,39066.0
1,1,2020-04-30 00:00:00,2020 April,M,0.0,111969.0,0.0,113111.0
1,1,2020-04-30 00:00:00,30/04/2020,D,0.0,85327.0,0.0,67529.0
1,1,2020-05-01 00:00:00,01/05/2020,D,0.0,62331.0,0.0,85327.0
1,1,2020-05-02 00:00:00,02/05/2020,D,0.0,93616.0,0.0,62331.0
1,1,2020-05-03 00:00:00,03/05/2020,D,0.0,98703.0,0.0,93616.0
1,1,2020-05-04 00:00:00,04/05/2020,D,0.0,65741.0,0.0,98703.0
1,1,2020-05-05 00:00:00,05/05/2020,D,0.0,74788.0,0.0,65741.0
1,1,2020-05-06 00:00:00,06/05/2020,D,0.0,84266.0,0.0,74788.0
1,1,2020-05-07 00:00:00,07/05/2020,D,0.0,48780.0,0.0,84266.0
1,1,2020-05-08 00:00:00,08/05/2020,D,0.0,53617.0,0.0,48780.0
1,1,2020-05-09 00:00:00,09/05/2020,D,0.0,98633.0,0.0,53617.0
1,1,2020-05-10 00:00:00,10/05/2020,D,0.0,62968.0,0.0,98633.0
1,1,2020-05-11 00:00:00,11/05/2020,D,0.0,93899.0,0.0,62968.0
1,1,2020-05-12 00:00:00,12/05/2020,D,0.0,70943.0,0.0,93899.0
1,1,2020-05-13 00:00:00,13/05/2020,D,0.0,80337.0,0.0,70943.0
1,1,2020-05-14 00:00:00,14/05/2020,D,0.0,54583.0,0.0,80337.0
1,1,2020-05-15 00:00:00,15/05/2020,D,0.0,83863.0,0.0,54583.0
1,1,2020-05-16 00:00:00,16/05/2020,D,0.0,32759.0,0.0,83863.0
1,1,2020-05-17 00:00:00,17/05/2020,D,0.0,69240.0,0.0,32759.0
1,1,2020-05-18 00:00:00,18/05/2020,D,0.0,71342.0,0.0,69240.0
1,1,2020-05-19 00:00:00,19/05/2020,D,0.0,88564.0,0.0,71342.0
1,1,2020-05-20 00:00:00,20/05/2020,D,0.0,49210.0,0.0,88564.0
1,1,2020-05-21 00:00:00,21/05/2020,D,0.0,49753.0,0.0,49210.0
1,1,2020-05-22 00:00:00,22/05/2020,D,0.0,30237.0,0.0,49753.0
1,1,2020-05-23 00:00:00,23/05/2020,D,0.0,27146.0,0.0,30237.0
1,1,2020-05-24 00:00:00,24/05/2020,D,0.0,103167.0,0.0,27146.0
1,1,2020-05-25 00:00:00,25/05/2020,D,0.0,51980.0,0.0,103167.0
1,1,2020-05-26 00:00:00,26/05/2020,D,0.0,93294.0,0.0,51980.0
1,1,2020-05-27 00:00:00,27/05/2020,D,0.0,80922.0,0.0,93294.0
1,1,2020-05-28 00:00:00,28/05/2020,D,0.0,71340.0,0.0,80922.0
1,1,2020-05-29 00:00:00,29/05/2020,D,0.0,88189.0,0.0,71340.0
1,1,2020-05-30 00:00:00,30/05/2020,D,0.0,27032.0,0.0,88189.0
1,1,2020-05-31 00:00:00,2020 May,M,0.0,108787.0,0.0,0.0
1,1,2020-05-31 00:00:00,31/05/2020,D,0.0,97906.0,0.0,27032.0
1,1,2020-06-01 00:00:00,01/06/2020,D,0.0,30308.0,0.0,97906.0
1,1,2020-06-02 00:00:00,02/06/2020,D,0.0,23796.0,0.0,30308.0
1,1,2020-06-03 00:00:00,03/06/2020,D,0.0,79084.0,0.0,23796.0
1,1,2020-06-04 00:00:00,04/06/2020,D,0.0,60890.0,0.0,79084.0
1,1,2020-06-05 00:00:00,05/06/2020,D,0.0,97911.0,0.0,60890.0
1,1,2020-06-06 00:00:00,06/06/2020,D,0.0,55781.0,0.0,97911.0
1,1,2020-06-07 00:00:00,07/06/2020,D,0.0,70290.0,0.0,55781.0
1,1,2020-06-08 00:00:00,08/06/2020,D,0.0,55219.0,0.0,70290.0
1,1,2020-06-09 00:00:00,09/06/2020,D,0.0,91197.0,0.0,55219.0
1,1,2020-06-10 00:00:00,10/06/2020,D,0.0,53693.0,0.0,91197.0
1,1,2020-06-11 00:00:00,11/06/2020,D,0.0,53269.0,0.0,53693.0
1,1,2020-06-12 00:00:00,12/06/2020,D,0.0,94126.0,0.0,53269.0
1,1,2020-06-13 00:00:00,13/06/2020,D,0.0,53466.0,0.0,94126.0
1,1,2020-06-14 00:00:00,14/06/2020,D,0.0,82410.0,0.0,53466.0
1,1,2020-06-15 00:00:00,15/06/2020,D,0.0,97631.0,0.0,82410.0
1,1,2020-06-16 00:00:00,16/06/2020,D,0.0,53774.0,0.0,97631.0
1,1,2020-06-17 00:00:00,17/06/2020,D,0.0,59636.0,0.0,53774.0
1,1,2020-06-18 00:00:00,18/06/2020,D,0.0,60540.0,0.0,59636.0
1,1,2020-06-19 00:00:00,19/06/2020,D,0.0,89866.0,0.0,60540.0
1,1,2020-06-20 00:00:00,20/06/2020,D,0.0,54137.0,0.0,89866.0
1,1,2020-06-21 00:00:00,21/06/2020,D,0.0,82987.0,0.0,54137.0
1,1,2020-06-22 00:00:00,22/06/2020,D,0.0,38519.0,0.0,82987.0
1,1,2020-06-23 00:00:00,23/06/2020,D,0.0,48893.0,0.0,38519.0
1,1,2020-06-24 00:00:00,24/06/2020,D,0.0,50792.0,0.0,48893.0
1,1,2020-06-25 00:00:00,25/06/2020,D,0.0,91863.0,0.0,50792.0
1,1,2020-06-26 00:00:00,26/06/2020,D,0.0,103130.0,0.0,91863.0
1,1,2020-06-27 00:00:00,27/06/2020,D,0.0,76579.0,0.0,103130.0
1,1,2020-06-28 00:00:00,28/06/2020,D,0.0,62558.0,0.0,76579.0
1,1,2020-06-29 00:00:00,29/06/2020,D,0.0,60924.0,0.0,62558.0
1,1,2020-06-30 00:00:00,2020 June,M,0.0,112145.0,0.0,108787.0
1,1,2020-06-30 00:00:00,30/06/2020,D,0.0,74794.0,0.0,60924.0
1,1,2020-06-30 00:00:00,Q2 2020,Q,0.0,112408.0,0.0,113617.0
1,1,2020-07-01 00:00:00,01/07/2020,D,0.0,70984.0,0.0,74794.0
1,1,2020-07-02 00:00:00,02/07/2020,D,0.0,80074.0,0.0,70984.0
1,1,2020-07-03 00:00:00,03/07/2020,D,0.0,93901.0,0.0,80074.0
1,1,2020-07-04 00:00:00,04/07/2020,D,0.0,81618.0,0.0,93901.0
1,1,2020-07-05 00:00:00,05/07/2020,D,0.0,43548.0,0.0,81618.0
1,1,2020-07-06 00:00:00,06/07/2020,D,0.0,53220.0,0.0,43548.0
1,1,2020-07-07 00:00:00,07/07/2020,D,0.0,24454.0,0.0,53220.0
1,1,2020-07-08 00:00:00,08/07/2020,D,0.0,43795.0,0.0,24454.0
1,1,2020-07-09 00:00:00,09/07/2020,D,0.0,79260.0,0.0,43795.0
1,1,2020-07-10 00:00:00,10/07/2020,D,0.0,69974.0,0.0,79260.0
1,1,2020-07-11 00:00:00,11/07/2020,D,0.0,75714.0,0.0,69974.0
1,1,2020-07-12 00:00:00,12/07/2020,D,0.0,101703.0,0.0,75714.0
1,1,2020-07-13 00:00:00,13/07/2020,D,0.0,83914.0,0.0,101703.0
1,1,2020-07-14 00:00:00,14/07/2020,D,0.0,71600.0,0.0,83914.0
1,1,2020-07-15 00:00:00,15/07/2020,D,0.0,68486.0,0.0,71600.0
1,1,2020-07-16 00:00:00,16/07/2020,D,0.0,60221.0,0.0,68486.0
1,1,2020-07-17 00:00:00,17/07/2020,D,0.0,81710.0,0.0,60221.0
1,1,2020-07-18 00:00:00,18/07/2020,D,0.0,74996.0,0.0,81710.0
1,1,2020-07-19 00:00:00,19/07/2020,D,0.0,37830.0,0.0,74996.0
1,1,2020-07-20 00:00:00,20/07/2020,D,0.0,30730.0,0.0,37830.0
1,1,2020-07-21 00:00:00,21/07/2020,D,0.0,68777.0,0.0,30730.0
1,1,2020-07-22 00:00:00,22/07/2020,D,0.0,38808.0,0.0,68777.0
1,1,2020-07-23 00:00:00,23/07/2020,D,0.0,105821.0,0.0,38808.0
1,1,2020-07-24 00:00:00,24/07/2020,D,0.0,82225.0,0.0,105821.0
1,1,2020-07-25 00:00:00,25/07/2020,D,0.0,34068.0,0.0,82225.0
1,1,2020-07-26 00:00:00,26/07/2020,D,0.0,82150.0,0.0,34068.0
1,1,2020-07-27 00:00:00,27/07/2020,D,0.0,53638.0,0.0,82150.0
1,1,2020-07-28 00:00:00,28/07/2020,D,0.0,85018.0,0.0,53638.0
1,1,2020-07-29 00:00:00,29/07/2020,D,0.0,28269.0,0.0,85018.0
1,1,2020-07-30 00:00:00,30/07/2020,D,0.0,31875.0,0.0,28269.0
1,1,2020-07-31 00:00:00,2020 July,M,0.0,110548.0,0.0,0.0
1,1,2020-07-31 00:00:00,31/07/2020,D,0.0,81558.0,0.0,31875.0
1,1,2020-08-01 00:00:00,01/08/2020,D,0.0,45306.0,0.0,81558.0
1,1,2020-08-02 00:00:00,02/08/2020,D,0.0,89166.0,0.0,45306.0
1,1,2020-08-03 00:00:00,03/08/2020,D,0.0,49907.0,0.0,89166.0
1,1,2020-08-04 00:00:00,04/08/2020,D,0.0,45864.0,0.0,49907.0
1,1,2020-08-05 00:00:00,05/08/2020,D,0.0,64900.0,0.0,45864.0
1,1,2020-08-06 00:00:00,06/08/2020,D,0.0,36310.0,0.0,64900.0
1,1,2020-08-07 00:00:00,07/08/2020,D,0.0,81808.0,0.0,36310.0
1,1,2020-08-08 00:00:00,08/08/2020,D,0.0,94443.0,0.0,81808.0
1,1,2020-08-09 00:00:00,09/08/2020,D,0.0,54281.0,0.0,94443.0
1,1,2020-08-10 00:00:00,10/08/2020,D,0.0,34760.0,0.0,54281.0
1,1,2020-08-11 00:00:00,11/08/2020,D,0.0,87343.0,0.0,34760.0
1,1,2020-08-12 00:00:00,12/08/2020,D,0.0,34614.0,0.0,87343.0
1,1,2020-08-13 00:00:00,13/08/2020,D,0.0,38541.0,0.0,34614.0
1,1,2020-08-14 00:00:00,14/08/2020,D,0.0,88244.0,0.0,38541.0
1,1,2020-08-15 00:00:00,15/08/2020,D,0.0,101938.0,0.0,88244.0
1,1,2020-08-16 00:00:00,16/08/2020,D,0.0,68916.0,0.0,101938.0
1,1,2020-08-17 00:00:00,17/08/2020,D,0.0,37332.0,0.0,68916.0
1,1,2020-08-18 00:00:00,18/08/2020,D,0.0,33905.0,0.0,37332.0
1,1,2020-08-19 00:00:00,19/08/2020,D,0.0,90548.0,0.0,33905.0
1,1,2020-08-20 00:00:00,20/08/2020,D,0.0,40320.0,0.0,90548.0
1,1,2020-08-21 00:00:00,21/08/2020,D,0.0,37677.0,0.0,40320.0
1,1,2020-08-22 00:00:00,22/08/2020,D,0.0,67334.0,0.0,37677.0
1,1,2020-08-23 00:00:00,23/08/2020,D,0.0,68833.0,0.0,67334.0
1,1,2020-08-24 00:00:00,24/08/2020,D,0.0,71272.0,0.0,68833.0
1,1,2020-08-25 00:00:00,25/08/2020,D,0.0,99047.0,0.0,71272.0
1,1,2020-08-26 00:00:00,26/08/2020,D,0.0,102392.0,0.0,99047.0
1,1,2020-08-27 00:00:00,27/08/2020,D,0.0,28300.0,0.0,102392.0
1,1,2020-08-28 00:00:00,28/08/2020,D,0.0,87503.0,0.0,28300.0
1,1,2020-08-29 00:00:00,29/08/2020,D,0.0,85151.0,0.0,87503.0
1,1,2020-08-30 00:00:00,30/08/2020,D,0.0,91425.0,0.0,85151.0
1,1,2020-08-31 00:00:00,2020 August,M,0.0,106648.0,0.0,110548.0
1,1,2020-08-31 00:00:00,31/08/2020,D,0.0,30328.0,0.0,91425.0
1,1,2020-09-01 00:00:00,01/09/2020,D,0.0,46036.0,0.0,30328.0
1,1,2020-09-02 00:00:00,02/09/2020,D,0.0,62688.0,0.0,46036.0
1,1,2020-09-03 00:00:00,03/09/2020,D,0.0,46071.0,0.0,62688.0
1,1,2020-09-04 00:00:00,04/09/2020,D,0.0,107199.0,0.0,46071.0
1,1,2020-09-05 00:00:00,05/09/2020,D,0.0,40337.0,0.0,107199.0
1,1,2020-09-06 00:00:00,06/09/2020,D,0.0,94619.0,0.0,40337.0
1,1,2020-09-07 00:00:00,07/09/2020,D,0.0,92724.0,0.0,94619.0
1,1,2020-09-08 00:00:00,08/09/2020,D,0.0,61707.0,0.0,92724.0
1,1,2020-09-09 00:00:00,09/09/2020,D,0.0,49603.0,0.0,61707.0
1,1,2020-09-10 00:00:00,10/09/2020,D,0.0,33187.0,0.0,49603.0
1,1,2020-09-11 00:00:00,11/09/2020,D,0.0,82699.0,0.0,33187.0
1,1,2020-09-12 00:00:00,12/09/2020,D,0.0,100507.0,0.0,82699.0
1,1,2020-09-13 00:00:00,13/09/2020,D,0.0,38838.0,0.0,100507.0
1,1,2020-09-14 00:00:00,14/09/2020,D,0.0,70323.0,0.0,38838.0
1,1,2020-09-15 00:00:00,15/09/2020,D,0.0,102675.0,0.0,70323.0
1,1,2020-09-16 00:00:00,16/09/2020,D,0.0,83006.0,0.0,102675.0
1,1,2020-09-17 00:00:00,17/09/2020,D,0.0,75989.0,0.0,83006.0
1,1,2020-09-18 00:00:00,18/09/2020,D,0.0,36814.0,0.0,75989.0
1,1,2020-09-19 00:00:00,19/09/2020,D,0.0,78523.0,0.0,36814.0
1,1,2020-09-20 00:00:00,20/09/2020,D,0.0,36970.0,0.0,78523.0
1,1,2020-09-21 00:00:00,21/09/2020,D,0.0,32655.0,0.0,36970.0
1,1,2020-09-22 00:00:00,22/09/2020,D,0.0,66043.0,0.0,32655.0
1,1,2020-09-23 00:00:00,23/09/2020,D,0.0,46014.0,0.0,66043.0
1,1,2020-09-24 00:00:00,24/09/2020,D,0.0,45059.0,0.0,46014.0
1,1,2020-09-25 00:00:00,25/09/2020,D,0.0,76674.0,0.0,45059.0
1,1,2020-09-26 00:00:00,26/09/2020,D,0.0,51177.0,0.0,76674.0
1,1,2020-09-27 00:00:00,27/09/2020,D,0.0,31846.0,0.0,51177.0
1,1,2020-09-28 00:00:00,28/09/2020,D,0.0,32901.0,0.0,31846.0
1,1,2020-09-29 00:00:00,29/09/2020,D,0.0,68350.0,0.0,32901.0
1,1,2020-09-30 00:00:00,2020 September,M,0.0,111161.0,0.0,106648.0
1,1,2020-09-30 00:00:00,30/09/2020,D,0.0,96111.0,0.0,68350.0
1,1,2020-09-30 00:00:00,Q3 2020,Q,0.0,111188.0,0.0,112408.0
1,1,2020-10-01 00:00:00,01/10/2020,D,0.0,86742.0,0.0,96111.0
1,1,2020-10-02 00:00:00,02/10/2020,D,0.0,53914.0,0.0,86742.0
1,1,2020-10-03 00:00:00,03/10/2020,D,0.0,28728.0,0.0,53914.0
1,1,2020-10-04 00:00:00,04/10/2020,D,0.0,25781.0,0.0,28728.0
1,1,2020-10-05 00:00:00,05/10/2020,D,0.0,52804.0,0.0,25781.0
1,1,2020-10-06 00:00:00,06/10/2020,D,0.0,61509.0,0.0,52804.0
1,1,2020-10-07 00:00:00,07/10/2020,D,0.0,29864.0,0.0,61509.0
1,1,2020-10-08 00:00:00,08/10/2020,D,0.0,77801.0,0.0,29864.0
1,1,2020-10-09 00:00:00,09/10/2020,D,0.0,84518.0,0.0,77801.0
1,1,2020-10-10 00:00:00,10/10/2020,D,0.0,69672.0,0.0,84518.0
1,1,2020-10-11 00:00:00,11/10/2020,D,0.0,95026.0,0.0,69672.0
1,1,2020-10-12 00:00:00,12/10/2020,D,0.0,32759.0,0.0,95026.0
1,1,2020-10-13 00:00:00,13/10/2020,D,0.0,29133.0,0.0,32759.0
1,1,2020-10-14 00:00:00,14/10/2020,D,0.0,77650.0,0.0,29133.0
1,1,2020-10-15 00:00:00,15/10/2020,D,0.0,33969.0,0.0,77650.0
1,1,2020-10-16 00:00:00,16/10/2020,D,0.0,52086.0,0.0,33969.0
1,1,2020-10-17 00:00:00,17/10/2020,D,0.0,93937.0,0.0,52086.0
1,1,2020-10-18 00:00:00,18/10/2020,D,0.0,45639.0,0.0,93937.0
1,1,2020-10-19 00:00:00,19/10/2020,D,0.0,61527.0,0.0,45639.0
1,1,2020-10-20 00:00:00,20/10/2020,D,0.0,76813.0,0.0,61527.0
1,1,2020-10-21 00:00:00,21/10/2020,D,0.0,85636.0,0.0,76813.0
1,1,2020-10-22 00:00:00,22/10/2020,D,0.0,84369.0,0.0,85636.0
1,1,2020-10-23 00:00:00,23/10/2020,D,0.0,98377.0,0.0,84369.0
1,1,2020-10-24 00:00:00,24/10/2020,D,0.0,94491.0,0.0,98377.0
1,1,2020-10-25 00:00:00,25/10/2020,D,0.0,48764.0,0.0,94491.0
1,1,2020-10-26 00:00:00,26/10/2020,D,0.0,82597.0,0.0,48764.0
1,1,2020-10-27 00:00:00,27/10/2020,D,0.0,41033.0,0.0,82597.0
1,1,2020-10-28 00:00:00,28/10/2020,D,0.0,60731.0,0.0,41033.0
1,1,2020-10-29 00:00:00,29/10/2020,D,0.0,73567.0,0.0,60731.0
1,1,2020-10-30 00:00:00,30/10/2020,D,0.0,47888.0,0.0,73567.0
