d_date_id,Numerator,d_level0_id,Denominator,d_kpi_id,d_level1_id,d_level2_id
20211028,156275409.76,1,0,22,1,6
20211029,170699565.66,1,0,22,1,6
20211030,175858454.88,1,0,22,1,6
20211031,181358442.6,1,0,22,1,6
20211101,196393029.43,1,0,22,1,6
20211102,194494719.8,1,0,22,1,6
20211103,195731193.49,1,0,22,1,6
20211104,181265357.73,1,0,22,1,6
20211105,176714553.83,1,0,22,1,6
20211106,172394071.05,1,0,22,1,6
20211107,167798989.76,1,0,22,1,6
20211108,163104278.5,1,0,22,1,6
20211109,176503712.1,1,0,22,1,6
20211110,169682583.05,1,0,22,1,6
20211111,159942032.04,1,0,22,1,6
20211112,165797469.52,1,0,22,1,6
20211113,176226507.41,1,0,22,1,6
20211114,180126140.02,1,0,22,1,6
20211115,190673776.05,1,0,22,1,6
20211116,189175488.69,1,0,22,1,6
20211117,170889896.01,1,0,22,1,6
20211118,172357580.55,1,0,22,1,6
20211119,156549633.45,1,0,22,1,6
20211120,161106650.06,1,0,22,1,6
20211121,160101784.27,1,0,22,1,6
20211122,168726117.19,1,0,22,1,6
20211123,149021850.2,1,0,22,1,6
20211124,147427399.52,1,0,22,1,6
20211125,140086367.9,1,0,22,1,6
20211126,142538312.79,1,0,22,1,6
20211127,112352078.38,1,0,22,1,6
20211128,112985869.9,1,0,22,1,6
20211129,113445359.64,1,0,22,1,6
20211130,108989433.18,1,0,22,1,6
20211201,105701366.76,1,0,22,1,6
20211202,106307412.64,1,0,22,1,6
20211203,101175687.42,1,0,22,1,6
20211204,90391175.02,1,0,22,1,6
20211205,77903666.62,1,0,22,1,6
20211206,75541710.17,1,0,22,1,6
20211207,76992825.85,1,0,22,1,6
20211208,79158354.32,1,0,22,1,6
20211209,81479957.05,1,0,22,1,6
20211210,73187762.62,1,0,22,1,6
20211211,70196227.72,1,0,22,1,6
20211212,76418364.26,1,0,22,1,6
20211213,77169039.9,1,0,22,1,6
20211214,71655568.08,1,0,22,1,6
20211215,74705272.26,1,0,22,1,6
20211216,77911525.28,1,0,22,1,6
20211217,77408656.62,1,0,22,1,6
20211218,77968641.51,1,0,22,1,6
20211219,78646638.17,1,0,22,1,6
20211220,77369215.52,1,0,22,1,6
20211221,79778294.82,1,0,22,1,6
20211222,83368666.5,1,0,22,1,6
20211223,93777651.37,1,0,22,1,6
20211224,92457587.86,1,0,22,1,6
20211225,91279386.62,1,0,22,1,6
20211226,93293050.21,1,0,22,1,6
20211227,92970107.16,1,0,22,1,6
20211228,91839203.07,1,0,22,1,6
20211229,98958115.69,1,0,22,1,6
20211230,82346574.08,1,0,22,1,6
20211231,75824534.46,1,0,22,1,6
20220101,76015450.87,1,0,22,1,6
20220102,76157404.11,1,0,22,1,6
20220103,77502654.3,1,0,22,1,6
20220104,73592789.12,1,0,22,1,6
20220105,74772196.04,1,0,22,1,6
20220106,70121705.14,1,0,22,1,6
20220107,71050466.77,1,0,22,1,6
20220108,66447676.3,1,0,22,1,6
20220109,66985126.76,1,0,22,1,6
20220110,69052791.27,1,0,22,1,6
20220111,65801811.65,1,0,22,1,6
20220112,69625936.41,1,0,22,1,6
20220113,74717558.26,1,0,22,1,6
20220114,73150125.27,1,0,22,1,6
20220115,75808948.44,1,0,22,1,6
20220116,77142872.78,1,0,22,1,6
20220117,77693304.87,1,0,22,1,6
20220118,73946240.27,1,0,22,1,6
20220119,73310350.21,1,0,22,1,6
20220120,71550313.13,1,0,22,1,6
20220121,68929509.2,1,0,22,1,6
20220122,58210610.08,1,0,22,1,6
20220123,53395131.22,1,0,22,1,6
20220124,51599500.94,1,0,22,1,6
20220125,49475508.64,1,0,22,1,6
20220126,48390798.56,1,0,22,1,6
20220127,51064447.16,1,0,22,1,6
20220128,49399306.9,1,0,22,1,6
20220129,52864439.55,1,0,22,1,6
20220130,54507807.1,1,0,22,1,6
20220131,52629798.07,1,0,22,1,6
20220201,56601509.6,1,0,22,1,6
20220202,56388864.57,1,0,22,1,6
20220203,54503284.24,1,0,22,1,6
20220204,57432968.62,1,0,22,1,6
20220205,63037078.38,1,0,22,1,6
20210914,160028861.73,1,0,22,1,7
20210915,167149266.36,1,0,22,1,7
20210916,160016422.94,1,0,22,1,7
20210917,148379212.17,1,0,22,1,7
20210918,153403801.51,1,0,22,1,7
20210919,145281874.57,1,0,22,1,7
20210920,132651834.61,1,0,22,1,7
20210921,118764652.34,1,0,22,1,7
20210922,131752529.59,1,0,22,1,7
20210923,135149271.12,1,0,22,1,7
20210924,124687010.36,1,0,22,1,7
20210925,117158558.38,1,0,22,1,7
20210926,128777223.74,1,0,22,1,7
20210927,118682276.93,1,0,22,1,7
20210928,110200098.28,1,0,22,1,7
20210929,110263627.67,1,0,22,1,7
20210930,115814496.92,1,0,22,1,7
20211001,137924208.54,1,0,22,1,7
20211002,138793048.85,1,0,22,1,7
20211003,148965136.56,1,0,22,1,7
20211004,149289531.0,1,0,22,1,7
20211005,154565732.02,1,0,22,1,7
20211006,150590442.52,1,0,22,1,7
20211007,146223168.36,1,0,22,1,7
20211008,144823030.22,1,0,22,1,7
20211009,141478115.64,1,0,22,1,7
20211010,142784867.48,1,0,22,1,7
20211011,139665497.96,1,0,22,1,7
20211012,135663667.49,1,0,22,1,7
20211013,132282973.52,1,0,22,1,7
20211014,134694161.07,1,0,22,1,7
20211015,129849695.04,1,0,22,1,7
20211016,123589082.8,1,0,22,1,7
20211017,119257449.75,1,0,22,1,7
20211018,117083529.95,1,0,22,1,7
20211019,123145074.43,1,0,22,1,7
20211020,123396489.41,1,0,22,1,7
20211021,121680687.36,1,0,22,1,7
20211022,116271937.13,1,0,22,1,7
20211023,116852587.99,1,0,22,1,7
20211024,115890783.42,1,0,22,1,7
20211025,117964429.12,1,0,22,1,7
20211026,117059896.91,1,0,22,1,7
20211027,113459035.17,1,0,22,1,7
20211028,101207780.66,1,0,22,1,7
20211029,111036306.63,1,0,22,1,7
20211030,115132502.27,1,0,22,1,7
20211031,117485534.34,1,0,22,1,7
20211101,127243897.15,1,0,22,1,7
20211102,126622546.15,1,0,22,1,7
20211103,128578173.91,1,0,22,1,7
20211104,119291310.78,1,0,22,1,7
20211105,116582836.11,1,0,22,1,7
20211106,114659112.12,1,0,22,1,7
20211107,113385363.18,1,0,22,1,7
20211108,111004305.08,1,0,22,1,7
20211109,122375723.69,1,0,22,1,7
20211110,118416869.34,1,0,22,1,7
20211111,113398324.9,1,0,22,1,7
20211112,117019987.47,1,0,22,1,7
20211113,123411824.29,1,0,22,1,7
20211114,125201512.9,1,0,22,1,7
20211115,133405716.63,1,0,22,1,7
20211116,133835576.65,1,0,22,1,7
20211117,123348304.47,1,0,22,1,7
20211118,120480024.68,1,0,22,1,7
20211119,108516459.54,1,0,22,1,7
20211120,114019313.57,1,0,22,1,7
20211121,113120644.78,1,0,22,1,7
20211122,119546951.94,1,0,22,1,7
20211123,109515682.48,1,0,22,1,7
20211124,107514824.04,1,0,22,1,7
20211125,101552085.68,1,0,22,1,7
20211126,103187211.6,1,0,22,1,7
20211127,88909015.7,1,0,22,1,7
20211128,89704319.19,1,0,22,1,7
20211129,90499923.68,1,0,22,1,7
20211130,92372021.96,1,0,22,1,7
20211201,91076588.07,1,0,22,1,7
20211202,92470775.42,1,0,22,1,7
20211203,88749385.8,1,0,22,1,7
20211204,79748506.64,1,0,22,1,7
20211205,69373619.85,1,0,22,1,7
20211206,60289898.99,1,0,22,1,7
20211207,64427616.55,1,0,22,1,7
20211208,65466636.26,1,0,22,1,7
20211209,68056288.18,1,0,22,1,7
20211210,60745254.43,1,0,22,1,7
20211211,58250410.66,1,0,22,1,7
20211212,61264264.86,1,0,22,1,7
20211213,63438349.59,1,0,22,1,7
20211214,55154719.37,1,0,22,1,7
20211215,57221501.77,1,0,22,1,7
20211216,59036474.68,1,0,22,1,7
20211217,58754968.57,1,0,22,1,7
20211218,58661877.28,1,0,22,1,7
20211219,59606648.42,1,0,22,1,7
20211220,58667491.85,1,0,22,1,7
20211221,60384206.46,1,0,22,1,7
20211222,62102597.18,1,0,22,1,7
20211223,72552295.07,1,0,22,1,7
20211224,71828759.37,1,0,22,1,7
20211225,71637237.38,1,0,22,1,7
20211226,73984173.56,1,0,22,1,7
20211227,75390790.93,1,0,22,1,7
20211228,74682021.55,1,0,22,1,7
20211229,81177326.68,1,0,22,1,7
20211230,65927543.54,1,0,22,1,7
20211231,60527222.83,1,0,22,1,7
20220101,60240037.76,1,0,22,1,7
20220102,59954974.86,1,0,22,1,7
20220103,60326360.67,1,0,22,1,7
20220104,59024252.46,1,0,22,1,7
20220105,58101755.8,1,0,22,1,7
20220106,52588567.09,1,0,22,1,7
20220107,52901642.83,1,0,22,1,7
20220108,51071261.49,1,0,22,1,7
20220109,45819978.54,1,0,22,1,7
20220110,46099805.63,1,0,22,1,7
20220111,43194381.99,1,0,22,1,7
20220112,44446909.91,1,0,22,1,7
20220113,46148867.22,1,0,22,1,7
20220114,45174708.55,1,0,22,1,7
20220115,46494800.2,1,0,22,1,7
20220116,46951574.44,1,0,22,1,7
20220117,46679192.43,1,0,22,1,7
20220118,44271591.64,1,0,22,1,7
20220119,42760899.13,1,0,22,1,7
20220120,41754239.89,1,0,22,1,7
20220121,38558870.07,1,0,22,1,7
20220122,32860116.48,1,0,22,1,7
20220123,30766863.51,1,0,22,1,7
20220124,31334229.52,1,0,22,1,7
20220125,29366872.32,1,0,22,1,7
20220126,30668054.28,1,0,22,1,7
20220127,31062132.82,1,0,22,1,7
20220128,31175955.77,1,0,22,1,7
20220129,32713475.17,1,0,22,1,7
20220130,32499035.64,1,0,22,1,7
20220131,30803507.37,1,0,22,1,7
20220201,32669957.72,1,0,22,1,7
20220202,32450198.58,1,0,22,1,7
20220203,30678750.19,1,0,22,1,7
20220204,31236237.91,1,0,22,1,7
20220205,34245240.01,1,0,22,1,7
